path,ko_current,ja_value,proposed_ko,ns,type
crm.aiHub.guideContractDesc,固定費/成果報酬·権利範囲·電子署名·ホワイトリスト管理,固定費/成果報酬·権利範囲·電子署名·ホワイトリスト管理,,crm,string
crm.aiHub.guideSettleDesc,契約ベース自動精算·過払い/未払い検出·税金自動控除,契約ベース自動精算·過払い/未払い検出·税金自動控除,,crm,string
crm.aiHub.guideRoiName,ROIランキング,ROIランキング,,crm,string
crm.aiHub.guideRoiDesc,クリエイター別ROI順位·高閲覧/低購入分析·コンテンツ再利用推薦,クリエイター別ROI順位·高閲覧/低購入分析·コンテンツ再利用推薦,,crm,string
crm.aiHub.guideUgcName,UGCレビュー,UGCレビュー,,crm,string
crm.aiHub.guideUgcDesc,チャネル別レビュー感情分析·ネガティブキーワード追跡·自動CS通知,チャネル別レビュー感情分析·ネガティブキーワード追跡·自動CS通知,,crm,string
crm.aiHub.guideAiDesc,AI総合スコア/グレード·コミッション最適化·契約更新勧告,AI総合スコア/グレード·コミッション最適化·契約更新勧告,,crm,string
crm.aiHub.liveSyncMsg,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,,crm,string
crm.aiHub.exportCsv,CSVエクスポート,CSVエクスポート,,crm,string
crm.aiHub.kpiAllReviews,全レビュー,全レビュー,,crm,string
crm.aiHub.kpiNegReviews,ネガティブレビュー,ネガティブレビュー,,crm,string
crm.aiHub.kpiPosRate,ポジティブ率,ポジティブ率,,crm,string
crm.aiHub.kpiAllReviewsSub,全チャネル合計,全チャネル合計,,crm,string
crm.aiHub.channelRatingTitle,チャネル別評価状況,チャネル別評価状況,,crm,string
crm.aiHub.negKeywordTitle,ネガティブキーワードTop 5,ネガティブキーワードTop 5,,crm,string
crm.aiHub.posLabel,ポジティブ,ポジティブ,,crm,string
crm.aiHub.negLabel,ネガティブ,ネガティブ,,crm,string
crm.aiHub.negKeywordAlert,ネガティブキーワード急増時Slack自動通知,ネガティブキーワード急増時Slack自動通知,,crm,string
crm.aiHub.reviewFeedTitle,レビューフィード,レビューフィード,,crm,string
crm.aiHub.filterPos,ポジティブ,ポジティブ,,crm,string
crm.aiHub.filterNeutral,ニュートラル,ニュートラル,,crm,string
crm.aiHub.filterNeg,ネガティブ,ネガティブ,,crm,string
crm.aiHub.searchPh,レビュー検索...,レビュー検索...,,crm,string
crm.aiHub.noResults,検索結果なし,検索結果なし,,crm,string
crm.aiHub.aiEvalTitle,AIインフルエンサー総合評価,AIインフルエンサー総合評価,,crm,string
crm.aiHub.aiEvalSub,Claude Sonnet 3.5基盤·ROI·コンバージョン·エンゲージメント·コミッション・更新勧告,Claude Sonnet 3.5基盤·ROI·コンバージョン·エンゲージメント·コミッション・更新勧告,,crm,string
crm.aiHub.aiDemoGraphics,地域·年齢·性別エンゲージメント分析,地域·年齢·性別エンゲージメント分析,,crm,string
crm.aiHub.aiAnalyzing,Claude AIがクリエイターデータを分析中です...,Claude AIがクリエイターデータを分析中です...,,crm,string
crm.aiHub.aiAnalyzingSub,名クリエイター·ROI分析·コミッション最適化·更新検討,名クリエイター·ROI分析·コミッション最適化·更新検討,,crm,string
crm.aiHub.aiTargetCreators,評価対象クリエイター,評価対象クリエイター,,crm,string
crm.aiHub.aiStartMsg,上の「AI評価実行」ボタンをクリックして分析を開始してください。,上の「AI評価実行」ボタンをクリックして分析を開始してください。,,crm,string
crm.aiHub.aiPortfolioSummary,ポートフォリオ総合分析,ポートフォリオ総合分析,,crm,string
crm.aiHub.aiCreatorRanking,クリエイターAI評価ランキング,クリエイターAI評価ランキング,,crm,string
crm.aiHub.aiRankingDesc,行をクリックして項目別スコア·コミッション推薦·契約更新勧告の詳細を確認,行をクリックして項目別スコア·コミッション推薦·契約更新勧告の詳細を確認,,crm,string
crm.aiHub.aiScoreTitle,AIスコア,AIスコア,,crm,string
crm.aiHub.aiRecCommission,推薦コミッション,推薦コミッション,,crm,string
crm.aiHub.aiEvalItemScores,項目別スコア,項目別スコア,,crm,string
crm.aiHub.aiStrengths,強み,強み,,crm,string
crm.aiHub.aiCommissionRec,AI推薦コミッション,AI推薦コミッション,,crm,string
crm.aiHub.aiContractType,契約タイプ,契約タイプ,,crm,string
crm.aiHub.aiNegTip,交渉ヒント,交渉ヒント,,crm,string
crm.aiHub.aiPortfolioInsights,ポートフォリオ戦略インサイト,ポートフォリオ戦略インサイト,,crm,string
crm.aiHub.roiRanking,クリエイターROIランキング,クリエイターROIランキング,,crm,string
crm.aiHub.hvlsDesc,閲覧200K+·注文<50 — コンテンツ最適化またはLP改善必要,閲覧200K+·注文<50 — コンテンツ最適化またはLP改善必要,,crm,string
crm.aiHub.contentReuse,コンテンツ再利用推薦,コンテンツ再利用推薦,,crm,string
crm.aiHub.contentReuseSub,エンゲージメント率5%+·注文50件+コンテンツ,エンゲージメント率5%+·注文50件+コンテンツ,,crm,string
crm.aiHub.settleNoDocs,書類なし,書類なし,,crm,string
crm.aiHub.aiBreakdown,評価項目別スコア,評価項目別スコア,,crm,string
crm.aiHub.strengths,強み,強み,,crm,string
crm.aiHub.negotiationTip,交渉ヒント,交渉ヒント,,crm,string
crm.aiHub.aiRanking,AI評価ランキング,AI評価ランキング,,crm,string
crm.aiHub.aiRankingSub,行クリックで詳細表示,行クリックで詳細表示,,crm,string
pages.marketing.sidebarAlertCount,🚨 {{n}}件アラート,🚨 {{n}}件アラート,,pages,string
pages.marketing.sidebarCampaignActive,🟢 {{n}}キャンペーン実行中,🟢 {{n}}キャンペーン実行中,,pages,string
pages.graphScore.pageTitle,グラフスコアリング,グラフスコアリング,,pages,string
pages.graphScore.heroDesc,インフルエンサー・クリエイティブ・SKU・注文間のグラフネットワークを分析し、各ノードの貢献度をスコアリングします。,インフルエンサー・クリエイティブ・SKU・注文間のグラフネットワークを分析し、各ノードの貢献度をスコアリングします。,,pages,string
pages.graphScore.tabSummary,サマリースコア,サマリースコア,,pages,string
pages.graphScore.tabBrowser,グラフブラウザ,グラフブラウザ,,pages,string
pages.graphScore.tabInfluencer,インフルエンサースコア,インフルエンサースコア,,pages,string
pages.graphScore.tabSku,SKUスコア,SKUスコア,,pages,string
pages.graphScore.lbl_creative,クリエイティブ（広告素材）,クリエイティブ（広告素材）,,pages,string
pages.graphScore.nodes,接続ノード,接続ノード,,pages,string
pages.graphScore.totalEdge,総エッジ数：,総エッジ数：,,pages,string
pages.graphScore.topInfluencer,トップ貢献インフルエンサー,トップ貢献インフルエンサー,,pages,string
pages.graphScore.topCreative,最も効果的なクリエイティブ,最も効果的なクリエイティブ,,pages,string
pages.graphScore.topSku,商品別コンバージョン貢献度,商品別コンバージョン貢献度,,pages,string
pages.graphScore.noData,データがありません。統合ハブでチャネルを接続し、データを収集してください。,データがありません。統合ハブでチャネルを接続し、データを収集してください。,,pages,string
pages.graphScore.phInfId,インフルエンサーIDを選択または入力,インフルエンサーIDを選択または入力,,pages,string
pages.graphScore.phSkuId,SKU IDを選択または入力,SKU IDを選択または入力,,pages,string
pages.graphScore.phNodeIdFilter,ノードIDでフィルタ,ノードIDでフィルタ,,pages,string
pages.graphScore.graphScoreLabel,グラフスコア,グラフスコア,,pages,string
pages.graphScore.connectedSku,接続済みSKU,接続済みSKU,,pages,string
pages.graphScore.connectedOrders,接続済み注文,接続済み注文,,pages,string
pages.graphScore.label,ラベル,ラベル,,pages,string
pages.graphScore.weightDesc,エッジ重み = 貢献度指標,エッジ重み = 貢献度指標,,pages,string
pages.graphScore.weight,重み,重み,,pages,string
pages.graphScore.guideTabsTitle,タブ別詳細ガイド,タブ別詳細ガイド,,pages,string
pages.graphScore.guideSummaryName,📊 サマリーダッシュボード,📊 サマリーダッシュボード,,pages,string
pages.graphScore.guideSummaryDesc,ネットワーク全体のノード数、エッジ数、トップ貢献者を一覧する総合ダッシュボード。ノードタイプ別の色分けで直感的に視覚化します。,ネットワーク全体のノード数、エッジ数、トップ貢献者を一覧する総合ダッシュボード。ノードタイプ別の色分けで直感的に視覚化します。,,pages,string
pages.graphScore.guideBrowserName,🔍 グラフブラウザ,🔍 グラフブラウザ,,pages,string
pages.graphScore.guideBrowserDesc,全エッジをテーブル形式で閲覧し、ノードIDで検索・フィルタリングする探索ツールです。ソースノード、ターゲットノード、重み、ラベルを確認できます。,全エッジをテーブル形式で閲覧し、ノードIDで検索・フィルタリングする探索ツールです。ソースノード、ターゲットノード、重み、ラベルを確認できます。,,pages,string
pages.graphScore.guideInfluencerName,🤝 インフルエンサースコア,🤝 インフルエンサースコア,,pages,string
pages.graphScore.guideInfluencerDesc,特定インフルエンサーのGraph Score、接続SKU数、接続注文数をKPIカードで表示。貢献パステーブルで完全な変換経路を追跡します。,特定インフルエンサーのGraph Score、接続SKU数、接続注文数をKPIカードで表示。貢献パステーブルで完全な変換経路を追跡します。,,pages,string
pages.graphScore.guideSkuName,📦 SKUスコア,📦 SKUスコア,,pages,string
pages.graphScore.guideSkuDesc,特定SKUに貢献したクリエイティブ数、注文数、インフルエンサーランキングを分析します。メダル表示（🥇🥈🥉）で最大貢献者を可視化します。,特定SKUに貢献したクリエイティブ数、注文数、インフルエンサーランキングを分析します。メダル表示（🥇🥈🥉）で最大貢献者を可視化します。,,pages,string
pages.graphScore.tabCreative,クリエイティブスコア,クリエイティブスコア,,pages,string
pages.graphScore.phCreativeId,クリエイティブIDを選択または入力,クリエイティブIDを選択または入力,,pages,string
pages.graphScore.connectedCreatives,接続済みクリエイティブ,接続済みクリエイティブ,,pages,string
pages.graphScore.connectedInfluencers,接続済みインフルエンサー,接続済みインフルエンサー,,pages,string
pages.graphScore.weightSettings,重み設定,重み設定,,pages,string
pages.graphScore.weightSettingsDesc,ノードタイプ別の重みを調整してスコアリング基準をカスタマイズします。,ノードタイプ別の重みを調整してスコアリング基準をカスタマイズします。,,pages,string
pages.graphScore.weightInfluencer,インフルエンサー重み,インフルエンサー重み,,pages,string
pages.graphScore.weightCreative,クリエイティブ重み,クリエイティブ重み,,pages,string
pages.graphScore.weightSku,SKU重み,SKU重み,,pages,string
pages.graphScore.weightOrder,注文重み,注文重み,,pages,string
pages.graphScore.weightApply,重み適用,重み適用,,pages,string
pages.graphScore.weightReset,デフォルトに戻す,デフォルトに戻す,,pages,string
pages.graphScore.exportCsv,CSVエクスポート,CSVエクスポート,,pages,string
pages.graphScore.exportExcel,Excelエクスポート,Excelエクスポート,,pages,string
pages.graphScore.channelFee,チャネル手数料,チャネル手数料,,pages,string
pages.graphScore.channelFeeDesc,接続チャネルの手数料を反映した純貢献度です。,接続チャネルの手数料を反映した純貢献度です。,,pages,string
