path,ko_current,ja_value,ns
crm.aiHub.journey.triggerTypes.segment_entered,セグメント進入,セグメント進入,crm
crm.aiHub.journey.triggerTypes.event,カスタムイベント,カスタムイベント,crm
crm.aiHub.journey.triggerTypes.webhook_trigger,Webhookトリガー,Webhookトリガー,crm
crm.aiHub.journey.guideSubtitle,顧客の行動に応じて自動でメッセージを送るジャーニーを簡単に作成できます,顧客の行動に応じて自動でメッセージを送るジャーニーを簡単に作成できます,crm
crm.aiHub.journey.guideNodeTrigger,ジャーニーの開始点です。,ジャーニーの開始点です。,crm
crm.aiHub.journey.guideNodeEmail,メールを自動送信します。,メールを自動送信します。,crm
crm.aiHub.journey.guideNodeKakao,カカオメッセージを送信します。,カカオメッセージを送信します。,crm
crm.aiHub.journey.guideNodeLine,LINEメッセージを送信します。,LINEメッセージを送信します。,crm
crm.aiHub.journey.guideNodeSms,SMSを送信します。,SMSを送信します。,crm
crm.aiHub.journey.guideNodeWhatsapp,WhatsAppメッセージを送信します。,WhatsAppメッセージを送信します。,crm
crm.aiHub.journey.guideNodeDelay,指定時間待機します。,指定時間待機します。,crm
crm.aiHub.journey.guideNodeCondition,顧客行動で分岐します。,顧客行動で分岐します。,crm
crm.aiHub.journey.guideNodeAbTest,2グループに分けて比較します。,2グループに分けて比較します。,crm
crm.aiHub.journey.guideNodeWebhook,外部システムにデータを送信します。,外部システムにデータを送信します。,crm
crm.aiHub.journey.guideNodePush,プッシュ通知を送信します。,プッシュ通知を送信します。,crm
crm.aiHub.journey.guideNodeEnd,終了地点です。,終了地点です。,crm
crm.aiHub.omniChannel.heroDesc,グローバル・日本・国内13の販売チャネルを一つのダッシュボードで統合管理。APIキー登録、商品/受注/在庫のリアルタイム同期。,グローバル・日本・国内13の販売チャネルを一つのダッシュボードで統合管理。APIキー登録、商品/受注/在庫のリアルタイム同期。,crm
crm.aiHub.omniChannel.badgeChannelCount,:{{n}}チャネル連携,:{{n}}チャネル連携,crm
crm.aiHub.omniChannel.groupGlobal,グローバルチャネル,グローバルチャネル,crm
crm.aiHub.omniChannel.groupJapan,日本チャネル,日本チャネル,crm
crm.aiHub.omniChannel.groupDomestic,国内チャネル,国内チャネル,crm
crm.aiHub.omniChannel.btnAuthKey,認証キー,認証キー,crm
crm.aiHub.omniChannel.guideDashDesc,APIキー登録・接続テスト・自動同期,APIキー登録・接続テスト・自動同期,crm
crm.aiHub.omniChannel.guideFeedDesc,収集商品一覧・手数料計算,収集商品一覧・手数料計算,crm
crm.aiHub.omniChannel.guideTrendDesc,統合注文閲覧・ステータス更新,統合注文閲覧・ステータス更新,crm
crm.aiHub.omniChannel.guideSettingsDesc,在庫モニタリング・不足アラート,在庫モニタリング・不足アラート,crm
crm.aiHub.omniChannel.guideGuideDesc,オムニチャネル完全マニュアル,オムニチャネル完全マニュアル,crm
crm.aiHub.omniChannel.planPro,🔑 PRO — 全チャネルリアルタイム同期,🔑 PRO — 全チャネルリアルタイム同期,crm
crm.aiHub.omniChannel.planFree,🎮 無料プラン — 基本チャネル対応,🎮 無料プラン — 基本チャネル対応,crm
crm.aiHub.omniChannel.demoSaveMsg,デモモードでは保存が無効です。,デモモードでは保存が無効です。,crm
crm.aiHub.omniChannel.demoTestMsg,デモモードではテストが無効です。,デモモードではテストが無効です。,crm
crm.aiHub.omniChannel.demoStatusMsg,デモモードではステータス変更が無効です。,デモモードではステータス変更が無効です。,crm
crm.aiHub.omniChannel.integSuccess,連携成功：商品{{products}}件、注文{{orders}}件を収集,連携成功：商品{{products}}件、注文{{orders}}件を収集,crm
crm.aiHub.omniChannel.overviewTitle,チャネル別統合現況,チャネル別統合現況,crm
crm.aiHub.omniChannel.pageTitle,オムニチャネル管理,オムニチャネル管理,crm
crm.aiHub.omniChannel.pageSub,統合販売チャネル管理,統合販売チャネル管理,crm
crm.aiHub.omniChannel.addChannel,チャネル追加,チャネル追加,crm
crm.aiHub.omniChannel.noChannels,登録されたチャネルがありません。,登録されたチャネルがありません。,crm
crm.aiHub.omniChannel.colName,チャネル名,チャネル名,crm
crm.aiHub.omniChannel.defaultWarehouse,デフォルト,デフォルト,crm
crm.aiHub.webPopup.linkUrlDesc,ポップアップクリック時のランディングページURL,ポップアップクリック時のランディングページURL,crm
crm.aiHub.webPopup.linkEnabled,ショートカットリンク有効,ショートカットリンク有効,crm
crm.aiHub.webPopup.linkOpen,新しいタブで開く,新しいタブで開く,crm
crm.aiHub.webPopup.linkBadge,ショートカット,ショートカット,crm
crm.aiHub.webPopup.linkCopy,URLコピー,URLコピー,crm
crm.aiHub.webPopup.linkCopied,コピー完了!,コピー完了!,crm
crm.aiHub.webPopup.aiImagePh,AI画像説明 (例: 夏のビーチにサングラス),AI画像説明 (例: 夏のビーチにサングラス),crm
crm.aiHub.webPopup.badgeLive,リアルタイムトリガー,リアルタイムトリガー,crm
crm.aiHub.webPopup.popupPerf,ポップアップパフォーマンス,ポップアップパフォーマンス,crm
crm.aiHub.webPopup.triggerInactive,非アクティブ検知,非アクティブ検知,crm
crm.aiHub.webPopup.triggerExitDesc,マウスがビューポートを離脱時,マウスがビューポートを離脱時,crm
crm.aiHub.webPopup.triggerScrollDesc,N%スクロール時,N%スクロール時,crm
crm.aiHub.webPopup.triggerInactiveDesc,N秒操作なし時,N秒操作なし時,crm
crm.aiHub.webPopup.createPopup,新規ポップアップ作成,新規ポップアップ作成,crm
crm.aiHub.webPopup.popupNamePh,例: カート離脱クーポン,例: カート離脱クーポン,crm
crm.aiHub.webPopup.titlePh,例: お待ちください！今なら10%オフ！,例: お待ちください！今なら10%オフ！,crm
crm.aiHub.webPopup.ctaBtn,CTAボタンテキスト,CTAボタンテキスト,crm
crm.aiHub.webPopup.bodyPh,ポップアップ本文...,ポップアップ本文...,crm
crm.aiHub.webPopup.live,Exit-Intentライブデモ,Exit-Intentライブデモ,crm
crm.aiHub.webPopup.howItWorks,Exit-Intentの動作方法,Exit-Intentの動作方法,crm
crm.aiHub.webPopup.step1,「検知開始」ボタンをクリック,「検知開始」ボタンをクリック,crm
crm.aiHub.webPopup.step2,マウスをブラウザ上部に素早く移動,マウスをブラウザ上部に素早く移動,crm
crm.aiHub.webPopup.step3,3秒以内にポップアップが表示されます！,3秒以内にポップアップが表示されます！,crm
crm.aiHub.webPopup.step4,タブ切替でもトリガーされます,タブ切替でもトリガーされます,crm
crm.aiHub.webPopup.liveMoveUp,検知有効 — マウスを上に！,検知有効 — マウスを上に！,crm
crm.aiHub.webPopup.previewNow,ポップアップをプレビュー,ポップアップをプレビュー,crm
crm.aiHub.webPopup.sessionConv,セッションコンバージョン,セッションコンバージョン,crm
crm.aiHub.webPopup.abInsight,AI分析: ベイジアン信頼度に基づく最適バリアント自動配信推奨,AI分析: ベイジアン信頼度に基づく最適バリアント自動配信推奨,crm
crm.aiHub.webPopup.globalSettings,グローバルトリガー設定,グローバルトリガー設定,crm
crm.aiHub.webPopup.settingExitDesc,マウスがビューポート上部を離脱時,マウスがビューポート上部を離脱時,crm
crm.aiHub.webPopup.settingTab,タブ切替検知,タブ切替検知,crm
crm.aiHub.webPopup.settingTabDesc,ユーザーが他のタブに移動時,ユーザーが他のタブに移動時,crm
crm.aiHub.webPopup.settingInactive,非アクティブ自動トリガー,非アクティブ自動トリガー,crm
crm.aiHub.webPopup.settingInactiveDesc,30秒以上操作なし時,30秒以上操作なし時,crm
crm.aiHub.webPopup.settingMobile,モバイルスクロールトリガー,モバイルスクロールトリガー,crm
crm.aiHub.webPopup.settingMobileDesc,下部バウンススクロール検知,下部バウンススクロール検知,crm
crm.aiHub.webPopup.settingCookie,クッキー重複防止,クッキー重複防止,crm
crm.aiHub.webPopup.settingCookieDesc,既読ポップアップを24時間非表示,既読ポップアップを24時間非表示,crm
crm.aiHub.webPopup.settingGdprDesc,同意済みユーザーのみ表示,同意済みユーザーのみ表示,crm
crm.aiHub.webPopup.limitedOffer,限定オファー,限定オファー,crm
crm.aiHub.webPopup.couponExpiry,クーポン期限まで,クーポン期限まで,crm
crm.aiHub.webPopup.emailPlaceholder,メールアドレス入力（任意）,メールアドレス入力（任意）,crm
crm.aiHub.webPopup.privacyNote,クーポンコードはメールで送信 · 個人情報収集なしで即時適用可能,クーポンコードはメールで送信 · 個人情報収集なしで即時適用可能,crm
crm.aiHub.webPopup.couponApplied,クーポンが適用されました！,クーポンが適用されました！,crm
crm.aiHub.webPopup.closingSoon,まもなく閉じます…,まもなく閉じます…,crm
crm.aiHub.webPopup.noAbTests,実行中のA/Bテストなし,実行中のA/Bテストなし,crm
crm.aiHub.webPopup.noAbTestsDesc,ポップアップを作成してA/Bテストを有効にすると結果がリアルタイムで表示されます。,ポップアップを作成してA/Bテストを有効にすると結果がリアルタイムで表示されます。,crm
crm.aiHub.webPopup.aiDesignTitle,AIポップアップ自動デザイン,AIポップアップ自動デザイン,crm
crm.aiHub.webPopup.aiDesignDesc,テーマとトピックを入力するとAIが最適なポップアップデザインを自動生成します。,テーマとトピックを入力するとAIが最適なポップアップデザインを自動生成します。,crm
crm.aiHub.webPopup.aiThemeLabel,テーマ,テーマ,crm
crm.aiHub.webPopup.aiThemeDiscount,割引クーポン,割引クーポン,crm
crm.aiHub.webPopup.aiTopicLabel,トピック/商品名,トピック/商品名,crm
crm.aiHub.webPopup.aiTopicPh,例: 夏の新作20%オフ,例: 夏の新作20%オフ,crm
crm.aiHub.webPopup.aiGenerating,デザイン生成中...,デザイン生成中...,crm
crm.aiHub.webPopup.aiDesignResult,AI生成ポップアップデザイン,AI生成ポップアップデザイン,crm
crm.aiHub.webPopup.aiApply,このデザインを適用,このデザインを適用,crm
crm.aiHub.webPopup.guideTabsTitle,タブ機能,タブ機能,crm
crm.aiHub.webPopup.guideFeedDesc,CRUD、AIデザイン,CRUD、AIデザイン,crm
crm.aiHub.webPopup.guideTrendDesc,Exit-Intentテスト,Exit-Intentテスト,crm
crm.aiHub.webPopup.guideSettingsDesc,バリアント比較,バリアント比較,crm
crm.aiHub.webPopup.guideGuideDesc,トリガー、GDPR管理,トリガー、GDPR管理,crm
crm.aiHub.webPopup.uploadCustom,カスタムポップアップ登録,カスタムポップアップ登録,crm
crm.aiHub.webPopup.uploadCustomDesc,自作画像をアップロードしてポップアップや広告コンテンツに使用。,自作画像をアップロードしてポップアップや広告コンテンツに使用。,crm
crm.aiHub.webPopup.uploadApply,ポップアップに適用,ポップアップに適用,crm
crm.aiHub.webPopup.uploadRemove,画像を削除,画像を削除,crm
crm.aiHub.guideSubtitle,顧客の行動に応じて自動でメッセージを送るジャーニーを簡単に作成できます,顧客の行動に応じて自動でメッセージを送るジャーニーを簡単に作成できます,crm
crm.aiHub.guideNodeTrigger,ジャーニーの開始点です。会員登録、購入、カート離脱などのイベントでトリガーされます。,ジャーニーの開始点です。会員登録、購入、カート離脱などのイベントでトリガーされます。,crm
crm.aiHub.guideNodeEmail,顧客に自動でメールを送信します。件名と送信者名を設定できます。,顧客に自動でメールを送信します。件名と送信者名を設定できます。,crm
