ns,path,pollution_type,ko_value,ja_value,en_value,ko_length,suggested_ko
pages,pages.pricingDetail.pro_l9,LATIN_LONG,API Data Streaming Export — Enterprise,API Data Streaming Export — Enterprise,API Data Streaming Export — Enterprise,38,
pages,pages.pricingDetail.pro_s1,LATIN_LONG,AI Forecast Engine (New),AI Forecast Engine (New),AI Forecast Engine (New),24,
pages,pages.pricingDetail.pro_s10,LATIN_LONG,Real-time FX + Team Mgmt,Real-time FX + Team Mgmt,Real-time FX + Team Mgmt,24,
pages,pages.pricingDetail.pro_s10i1,LATIN_LONG,Real-time Exchange Rate (Global Currency),Real-time Exchange Rate (Global Currency),Real-time Exchange Rate (Global Currency),41,
pages,pages.pricingDetail.pro_s10i2,LATIN_LONG,Team Activity Audit,Team Activity Audit,Team Activity Audit,19,
pages,pages.pricingDetail.pro_s10i3,LATIN_LONG,System Status·API Monitoring,System Status·API Monitoring,System Status·API Monitoring,28,
pages,pages.pricingDetail.pro_s10i4,LATIN_LONG,Batch Job Run·Reprocess,Batch Job Run·Reprocess,Batch Job Run·Reprocess,23,
pages,pages.pricingDetail.pro_s1i1,LATIN_LONG,Churn·LTV·Purchase Probability Forecast,Churn·LTV·Purchase Probability Forecast,Churn·LTV·Purchase Probability Forecast,39,
pages,pages.pricingDetail.pro_s1i2,LATIN_LONG,Graph Scoring,Graph Scoring,Graph Scoring,13,
pages,pages.pricingDetail.pro_s1i3,LATIN_LONG,Next Best Action Recommendation,Next Best Action Recommendation,Next Best Action Recommendation,31,
pages,pages.pricingDetail.pro_s1i4,LATIN_LONG,Product Recommendation AI,Product Recommendation AI,Product Recommendation AI,25,
pages,pages.pricingDetail.pro_s1i5,LATIN_LONG,AI Ad Insights,AI Ad Insights,AI Ad Insights,14,
pages,pages.pricingDetail.pro_s1i6,LATIN_LONG,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),55,
pages,pages.pricingDetail.pro_s2,LATIN_LONG,Customer Journey Builder (New),Customer Journey Builder (New),Customer Journey Builder (New),30,
pages,pages.pricingDetail.pro_s2i1,LATIN_LONG,Journey Canvas (Drag&Drop),Journey Canvas (Drag&Drop),Journey Canvas (Drag&Drop),26,
pages,pages.pricingDetail.pro_s2i2,LATIN_LONG,Trigger Setup·Action Node Management,Trigger Setup·Action Node Management,Trigger Setup·Action Node Management,36,
pages,pages.pricingDetail.pro_s2i3,LATIN_LONG,Journey Performance Stats Analysis,Journey Performance Stats Analysis,Journey Performance Stats Analysis,34,
pages,pages.pricingDetail.pro_s2i4,LATIN_LONG,A/B Test (Email·Popup),A/B Test (Email·Popup),A/B Test (Email·Popup),22,
pages,pages.pricingDetail.pro_s3,LATIN_LONG,Global Channel All (New),Global Channel All (New),Global Channel All (New),24,
pages,pages.pricingDetail.pro_s3i1,LATIN_LONG,Shopify·Amazon·LINE Ads Integration,Shopify·Amazon·LINE Ads Integration,Shopify·Amazon·LINE Ads Integration,35,
pages,pages.pricingDetail.pro_s3i2,LATIN_LONG,WhatsApp Broadcast·Automation,WhatsApp Broadcast·Automation,WhatsApp Broadcast·Automation,29,
pages,pages.pricingDetail.pro_s3i3,LATIN_LONG,Instagram DM·Facebook DM·DM Campaign,Instagram DM·Facebook DM·DM Campaign,Instagram DM·Facebook DM·DM Campaign,36,
pages,pages.pricingDetail.pro_s3i4,LATIN_LONG,LINE Message Campaign·Statistics,LINE Message Campaign·Statistics,LINE Message Campaign·Statistics,32,
pages,pages.pricingDetail.pro_s3i5,LATIN_LONG,Popup A/B Test·Trigger Setup,Popup A/B Test·Trigger Setup,Popup A/B Test·Trigger Setup,28,
pages,pages.pricingDetail.pro_s4,LATIN_LONG,Advanced WMS + Commerce Expansion,Advanced WMS + Commerce Expansion,Advanced WMS + Commerce Expansion,33,
pages,pages.pricingDetail.pro_s4i1,LATIN_LONG,Stock Adjustment·Location Mgmt·Barcode Integration,Stock Adjustment·Location Mgmt·Barcode Integration,Stock Adjustment·Location Mgmt·Barcode Integration,50,
pages,pages.pricingDetail.pro_s4i2,LATIN_LONG,Monthly Settlement Integration·Tax Invoice·Payment Approval,Monthly Settlement Integration·Tax Invoice·Payment Approval,Monthly Settlement Integration·Tax Invoice·Payment Approval,59,
pages,pages.pricingDetail.pro_s4i3,LATIN_LONG,3PL Add·Edit,3PL Add·Edit,3PL Add·Edit,12,
pages,pages.pricingDetail.pro_s4i4,LATIN_LONG,Collection Log Basic View,Collection Log Basic View,Collection Log Basic View,25,
pages,pages.pricingDetail.pro_s5,LATIN_LONG,AI Rule Engine & Automation (New),AI Rule Engine & Automation (New),AI Rule Engine & Automation (New),33,
pages,pages.pricingDetail.pro_s5i1,LATIN_LONG,AI Policy Setup·Rule List·Test,AI Policy Setup·Rule List·Test,AI Policy Setup·Rule List·Test,30,
pages,pages.pricingDetail.pro_s5i2,LATIN_LONG,Alert Evaluation Model,Alert Evaluation Model,Alert Evaluation Model,22,
pages,pages.pricingDetail.pro_s5i3,LATIN_LONG,Action Preset Management,Action Preset Management,Action Preset Management,24,
pages,pages.pricingDetail.pro_s5i4,LATIN_LONG,Writeback Setup·Logs,Writeback Setup·Logs,Writeback Setup·Logs,20,
pages,pages.pricingDetail.pro_s5i5,LATIN_LONG,Approval Decision Automation,Approval Decision Automation,Approval Decision Automation,28,
pages,pages.pricingDetail.pro_s6,LATIN_LONG,Review & UGC Analytics (New),Review & UGC Analytics (New),Review & UGC Analytics (New),28,
pages,pages.pricingDetail.pro_s6i1,LATIN_LONG,Channel Review Collection·Sentiment Analysis,Channel Review Collection·Sentiment Analysis,Channel Review Collection·Sentiment Analysis,44,
pages,pages.pricingDetail.pro_s6i2,LATIN_LONG,AI Auto-Reply Draft Generation,AI Auto-Reply Draft Generation,AI Auto-Reply Draft Generation,30,
pages,pages.pricingDetail.pro_s6i3,LATIN_LONG,UGC (Instagram·YouTube) Performance Analysis,UGC (Instagram·YouTube) Performance Analysis,UGC (Instagram·YouTube) Performance Analysis,44,
pages,pages.pricingDetail.pro_s6i4,LATIN_LONG,Keyword Analysis,Keyword Analysis,Keyword Analysis,16,
pages,pages.pricingDetail.pro_s7,LATIN_LONG,SmartConnect Hub (New),SmartConnect Hub (New),SmartConnect Hub (New),22,
pages,pages.pricingDetail.pro_s7i1,LATIN_LONG,ERP·SCM·3PL Basic Integration Setup,ERP·SCM·3PL Basic Integration Setup,ERP·SCM·3PL Basic Integration Setup,35,
pages,pages.pricingDetail.pro_s7i2,LATIN_LONG,REST API / Webhook / SFTP Integration,REST API / Webhook / SFTP Integration,REST API / Webhook / SFTP Integration,37,
pages,pages.pricingDetail.pro_s7i3,LATIN_LONG,Field Mapping Setup,Field Mapping Setup,Field Mapping Setup,19,
pages,pages.pricingDetail.pro_s7i4,LATIN_LONG,Basic Sync Log View,Basic Sync Log View,Basic Sync Log View,19,
pages,pages.pricingDetail.pro_s8,LATIN_LONG,1st-Party Pixel + Data,1st-Party Pixel + Data,1st-Party Pixel + Data,22,
pages,pages.pricingDetail.pro_s8i1,LATIN_LONG,Pixel Code Install·Verification,Pixel Code Install·Verification,Pixel Code Install·Verification,31,
pages,pages.pricingDetail.pro_s8i2,LATIN_LONG,Real-time Event Stream View,Real-time Event Stream View,Real-time Event Stream View,27,
pages,pages.pricingDetail.pro_s8i3,LATIN_LONG,Attribution Analysis (Touch Model·ROAS),Attribution Analysis (Touch Model·ROAS),Attribution Analysis (Touch Model·ROAS),39,
pages,pages.pricingDetail.pro_s8i4,LATIN_LONG,Event Collection·Data Schema·Mapping,Event Collection·Data Schema·Mapping,Event Collection·Data Schema·Mapping,36,
pages,pages.pricingDetail.pro_s8i5,LATIN_LONG,API Key·Webhook·OAuth Integration,API Key·Webhook·OAuth Integration,API Key·Webhook·OAuth Integration,33,
pages,pages.pricingDetail.pro_s9,LATIN_LONG,Advanced Analytics & BI,Advanced Analytics & BI,Advanced Analytics & BI,23,
pages,pages.pricingDetail.pro_s9i2,LATIN_LONG,P&L by Channel·Product·Trend,P&L by Channel·Product·Trend,P&L by Channel·Product·Trend,28,
pages,pages.pricingDetail.pro_s9i3,LATIN_LONG,Anomaly Detection·Competitor AI Analysis,Anomaly Detection·Competitor AI Analysis,Anomaly Detection·Competitor AI Analysis,40,
pages,pages.pricingDetail.pro_s9i4,LATIN_LONG,Influencer Performance View,Influencer Performance View,Influencer Performance View,27,
pages,pages.pricingDetail.pro_tagline,LATIN_LONG,Pro_tagline,Pro_tagline,Pro_tagline,11,
pages,pages.reconciliation.adFeeCharged,LATIN_LONG,Ad spend deduction,Ad spend deduction,Ad Fee Deducted,18,
pages,pages.reconciliation.adFeeRate,LATIN_LONG,Ad Fee Rate,Ad Fee Rate,Ad Fee Rate,11,
pages,pages.reconciliation.clickReport,LATIN_LONG,Click a report for details,Click a report for details,Click a report for details,26,
pages,pages.reconciliation.effectiveFrom,LATIN_LONG,Effective from:,Effective from:,Effective from:,15,
pages,pages.reconciliation.feeRulesTitle,LATIN_LONG,Fee Rules Title,Fee Rules Title,Fee Rules Title,15,
pages,pages.reconciliation.mismatchTickets,LATIN_LONG,Mismatch Tickets,Mismatch Tickets,Mismatch Tickets,16,
pages,pages.reconciliation.netDiffLabel,LATIN_LONG,Net Difference,Net Difference,Net Difference,14,
pages,pages.reconciliation.pnlAutoUpdate,LATIN_LONG,P&L auto-updates on settlement changes,P&L auto-updates on settlement changes,P&L auto-updates on settlement changes,38,
pages,pages.reconciliation.realtimePnl,LATIN_LONG,🔴 Real-time P&L Operating Profit,🔴 Real-time P&L Operating Profit,🔴 Real-time P&L Operating Profit,33,
pages,pages.reconciliation.reconDesc,LATIN_LONG,Recon Desc,Recon Desc,Recon Desc,10,
pages,pages.reconciliation.reconTitle,LATIN_LONG,⚖️ Run Reconciliation,⚖️ Run Reconciliation,⚖️ Run Reconciliation,21,
pages,pages.reconciliation.reportDetail,LATIN_LONG,Report Detail,Report Detail,Report Detail,13,
pages,pages.reconciliation.reportId,LATIN_LONG,Report ID,Report ID,Report ID,9,
pages,pages.reconciliation.reportList,LATIN_LONG,Report List,Report List,Report List,11,
pages,pages.reconciliation.ruleHistory,LATIN_LONG,Rule History,Rule History,Rule History,12,
pages,pages.reconciliation.runRecon,LATIN_LONG,⚖️ Run Reconciliation,⚖️ Run Reconciliation,⚖️ Run Reconciliation,21,
pages,pages.reconciliation.saveFeeRule,LATIN_LONG,💾 Save Rules,💾 Save Rules,💾 Save Rules,13,
pages,pages.reconciliation.settleDiff,LATIN_LONG,Settlement Difference,Settlement Difference,Settlement Difference,21,
pages,pages.reconciliation.status_investigating,LATIN_LONG,Investigating,Investigating,Investigating,13,
pages,pages.reconciliation.status_open,LATIN_LONG,Status_open,Status_open,Status_open,11,
pages,pages.reconciliation.tabFeeRules,LATIN_LONG,⚙️ Fee Rules,⚙️ Fee Rules,⚙️ Fee Rules,12,
pages,pages.reconciliation.tabReports,LATIN_LONG,Tab Reports,Tab Reports,Tab Reports,11,
pages,pages.reconciliation.tabTickets,LATIN_LONG,🎫 Tickets,🎫 Tickets,🎫 Tickets,10,
pages,pages.reconciliation.ticketsCreated,LATIN_LONG,Tickets created,Tickets created,Tickets created,15,
pages,pages.reconciliation.ticketsTitle,LATIN_LONG,Tickets Title,Tickets Title,Tickets Title,13,
pages,pages.reconciliation.uploadHint,LATIN_LONG,Upload Hint,Upload Hint,Upload Hint,11,
pages,pages.reconciliation.uploading,LATIN_LONG,Uploading...,Uploading...,Uploading...,12,
pages,pages.reconciliation.uploadSuccess,LATIN_LONG,Upload Success,Upload Success,Upload Success,14,
pages,pages.reconciliation.viewPnl,LATIN_LONG,🌊 View in P&L Dashboard →,🌊 View in P&L Dashboard →,🌊 View in P&L Dashboard →,26,
pages,pages.report.addRecipient,LATIN_LONG,Add Recipient,Add Recipient,Add Recipient,13,
pages,pages.report.addWidget,LATIN_LONG,Add Widget,Add Widget,Add Widget,10,
pages,pages.report.colReportName,LATIN_LONG,Report Name,Report Name,Report Name,11,
pages,pages.report.exportExcel,LATIN_LONG,Excel Export,Excel Export,Excel Export,12,
pages,pages.report.exportPdf,LATIN_LONG,PDF Export,PDF Export,PDF Export,10,
pages,pages.report.nextRun,LATIN_LONG,Next Run,Next Run,Next Run,8,
pages,pages.report.reportName,LATIN_LONG,Report Name,Report Name,Report Name,11,
pages,pages.report.reportNamePh,LATIN_LONG,Report Name Ph,Report Name Ph,Report Name Ph,14,
pages,pages.report.runReport,LATIN_LONG,Run Report,Run Report,Run Report,10,
pages,pages.report.scheduleReport,LATIN_LONG,Schedule Report,Schedule Report,Schedule Report,15,
pages,pages.report.selectDimensions,LATIN_LONG,Select Dimensions,Select Dimensions,Select Dimensions,17,
pages,pages.report.selectMetrics,LATIN_LONG,Select Metrics,Select Metrics,Select Metrics,14,
pages,pages.report.tabScheduled,LATIN_LONG,Scheduled Reports,Scheduled Reports,Scheduled Reports,17,
pages,pages.units.perDay,LATIN_LONG, days, days,days,5,
pages,pages.writeback.payloadPlaceholder,LATIN_LONG,"{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }","{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }","{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }",44,
payRemaining,payRemaining,LATIN_LONG,Pay Remaining,,Pay Remaining,13,
PDF,PDF,LATIN_LONG, P D F,, P D F,6,
perContract,perContract,LATIN_LONG,Per Contract,,Per contract,12,
productPage,productPage,LATIN_LONG,Product Page,,Product Page,12,
reportBuilder,reportBuilder.downloadPdf,LATIN_LONG,⬇ PDF,⬇ PDF,⬇ PDF,5,
reportBuilder,reportBuilder.periodQ1,LATIN_LONG,Q1 2026,,Q1 2026,7,
"rgba(99,140,255,0","rgba(99,140,255,0.12)",LATIN_LONG,var(--text-1),,,13,
ruleEnginePage,ruleEnginePage.auto.11t2zj,LATIN_LONG,⏸ Not Scanned,⏸ Not Scanned,⏸ Not Scanned,13,
ruleEnginePage,ruleEnginePage.auto.4wtmsx,LATIN_LONG,📲 Social Media & Content,📲 Social Media & Content,📲 Social Media & Content,25,
ruleEnginePage,ruleEnginePage.auto.cc2qm0,LATIN_LONG,Key Detected,Key Detected,Key Detected,12,
ruleEnginePage,ruleEnginePage.auto.event_empty,LATIN_LONG,Event empty,Event empty,Event empty,11,
ruleEnginePage,ruleEnginePage.auto.gzkv91,LATIN_LONG,Not Scanned,Not Scanned,Not Scanned,11,
ruleEnginePage,ruleEnginePage.auto.json_err,LATIN_LONG,Json err,Json err,Json err,8,
ruleEnginePage,ruleEnginePage.auto.n2m798,LATIN_LONG,Security Guide,Security Guide,Security Guide,14,
ruleEnginePage,ruleEnginePage.auto.new900,LATIN_LONG, Channels Analyzed. Please confirm the scanned keys., Channels Analyzed. Please confirm the scanned keys., Channels Analyzed. Please confirm the scanned keys.,52,
ruleEnginePage,ruleEnginePage.auto.new901,LATIN_LONG,API Key Application,API Key Application,API Key Application,19,
ruleEnginePage,ruleEnginePage.auto.new902,LATIN_LONG, items, items, items,6,
ruleEnginePage,ruleEnginePage.auto.new904,LATIN_LONG,No Key,No Key,No Key,6,
ruleEnginePage,ruleEnginePage.auto.new905,LATIN_LONG,Application Done,Application Done,Application Done,16,
ruleEnginePage,ruleEnginePage.auto.not_arr,LATIN_LONG,Not arr,Not arr,Not arr,7,
ruleEnginePage,ruleEnginePage.auto.w394fd,LATIN_LONG,🏢 Closed Mall / Welfare,🏢 Closed Mall / Welfare,🏢 Closed Mall / Welfare,24,
ruleEnginePage,ruleEnginePage.budget.onTrack,LATIN_LONG,On Track,On Track,On Track,8,
ruleEnginePage,ruleEnginePage.dash.activeCh,LATIN_LONG,Active Channels,Active Channels,Active Channels,15,
ruleEnginePage,ruleEnginePage.dash.adTypePerf,LATIN_LONG,Performance by Ad Type,Performance by Ad Type,Performance by Ad Type,22,
ruleEnginePage,ruleEnginePage.dash.aiAdAnal,LATIN_LONG,🤖 AI Ad Analysis,🤖 AI Ad Analysis,🤖 AI Ad Analysis,17,
ruleEnginePage,ruleEnginePage.dash.amazonName,LATIN_LONG,Amazon US,Amazon US,Amazon US,9,
ruleEnginePage,ruleEnginePage.dash.avgCtr,LATIN_LONG,Avg CTR,Avg CTR,Avg CTR,7,
ruleEnginePage,ruleEnginePage.dash.buyerAge,LATIN_LONG,Buyer Age Group,Buyer Age Group,Buyer Age Group,15,
ruleEnginePage,ruleEnginePage.dash.buyerGender,LATIN_LONG,Buyer Gender,Buyer Gender,Buyer Gender,12,
ruleEnginePage,ruleEnginePage.dash.cartAdds,LATIN_LONG,Cart Adds,Cart Adds,Cart Adds,9,
ruleEnginePage,ruleEnginePage.dash.catPay,LATIN_LONG,Category · Payment Method,Category · Payment Method,Category · Payment Method,25,
ruleEnginePage,ruleEnginePage.dash.channelPerf,LATIN_LONG,📊 Channel Perf.,📊 Channel Perf.,📊 Channel Perf.,16,
ruleEnginePage,ruleEnginePage.dash.chCount,LATIN_LONG,Active Channels,Active Channels,Active Channels,15,
ruleEnginePage,ruleEnginePage.dash.chIntelDesc1,LATIN_LONG,Click on a channel card or performance table below,Click on a channel card or performance table below,Click on a channel card or performance table below,50,
ruleEnginePage,ruleEnginePage.dash.chIntelDesc2,LATIN_LONG,to select a specific channel,to select a specific channel,to select a specific channel,28,
ruleEnginePage,ruleEnginePage.dash.chIntelDesc4,LATIN_LONG,view detailed channel analysis:,view detailed channel analysis:,view detailed channel analysis:,31,
ruleEnginePage,ruleEnginePage.dash.chIntelReport,LATIN_LONG,Channel Intelligence Report,Channel Intelligence Report,Channel Intelligence Report,27,
ruleEnginePage,ruleEnginePage.dash.chPerfSumm,LATIN_LONG,Channel Performance Summary,Channel Performance Summary,Channel Performance Summary,27,
ruleEnginePage,ruleEnginePage.dash.clickChannelHint,LATIN_LONG,Click a channel card → 5-section analysis,Click a channel card → 5-section analysis,Click a channel card → 5-section analysis,41,
ruleEnginePage,ruleEnginePage.dash.clickForAnalysis,LATIN_LONG,Click → 5-Section,Click → 5-Section,Click → 5-Section,17,
ruleEnginePage,ruleEnginePage.dash.convRate,LATIN_LONG,Conv. Rate,Conv. Rate,Conv. Rate,10,
ruleEnginePage,ruleEnginePage.dash.couponApplied,LATIN_LONG,Coupon Applied,Coupon Applied,Coupon Applied,14,
ruleEnginePage,ruleEnginePage.dash.couponIssued,LATIN_LONG,Coupon Issued,Coupon Issued,Coupon Issued,13,
ruleEnginePage,ruleEnginePage.dash.crossModuleSummary,LATIN_LONG,Cross Module Summary,Cross Module Summary,Cross Module Summary,20,
ruleEnginePage,ruleEnginePage.dash.femaleBuyer,LATIN_LONG,👩 Female,👩 Female,👩 Female,9,
ruleEnginePage,ruleEnginePage.dash.flowPurchase,LATIN_LONG,Purchase Complete,Purchase Complete,Purchase Complete,17,
ruleEnginePage,ruleEnginePage.dash.inventoryValue,LATIN_LONG,Inventory Value,Inventory Value,Inventory Value,15,
ruleEnginePage,ruleEnginePage.dash.liveTotalOrd,LATIN_LONG,Real-time · Total Orders,Real-time · Total Orders,Real-time · Total Orders,24,
ruleEnginePage,ruleEnginePage.dash.maleBuyer,LATIN_LONG,👨 Male,👨 Male,👨 Male,7,
ruleEnginePage,ruleEnginePage.dash.noActivity,LATIN_LONG,No activity,No activity,No activity,11,
ruleEnginePage,ruleEnginePage.dash.noChannelData,LATIN_LONG,No channel data available,No channel data available,No channel data available,25,
ruleEnginePage,ruleEnginePage.dash.noOrdersText,LATIN_LONG,No order results found.,No order results found.,No order results found.,23,
ruleEnginePage,ruleEnginePage.dash.noSecurityIssues,LATIN_LONG,No Security Issues,No Security Issues,No Security Issues,18,
