ns,path,ko_value,suggested_ko
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_overseas_buy,Cat_overseas_buy,해외 구매대행
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_overseas_buy_desc,Cat_overseas_buy_desc,해외 구매대행 설명
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_overseas_ship,Cat_overseas_ship,해외 배송대행
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_overseas_ship_desc,Cat_overseas_ship_desc,해외 배송대행 설명
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_sports_desc,Cat_sports_desc,스포츠 카테고리 설명
pages,pages.marketingIntel.marketingIntel.creativeStudio.categoryOptimized,Category Optimized,카테고리 최적화
pages,pages.marketingIntel.marketingIntel.creativeStudio.channelStep,Channel Step,채널 단계
pages,pages.marketingIntel.marketingIntel.creativeStudio.ctaHint,👆 CTA:,👆 CTA:
pages,pages.marketingIntel.marketingIntel.creativeStudio.customBody,Custom Body,본문 직접 작성
pages,pages.marketingIntel.marketingIntel.creativeStudio.customCopyToggle,Custom Copy Toggle,직접 작성 사용
pages,pages.marketingIntel.marketingIntel.creativeStudio.customHeadline,Custom Headline,헤드라인 직접 작성
pages,pages.marketingIntel.marketingIntel.creativeStudio.headlineHint,Headline Hint,헤드라인 작성 가이드
pages,pages.marketingIntel.marketingIntel.creativeStudio.productInfo,Product Info,상품 정보
pages,pages.marketingIntel.marketingIntel.creativeStudio.selectedLabel,Selected Label,선택됨
pages,pages.marketingIntel.marketingIntel.creativeStudio.selectFirst,Select First,먼저 선택해주세요
pages,pages.marketingIntel.marketingIntel.creativeStudio.selectFirstDesc,Select First Desc,먼저 항목을 선택해주세요
pages,pages.marketingIntel.marketingIntel.creativeStudio.selectStep,Select Step,선택 단계
pages,pages.marketingIntel.marketingIntel.creativeStudio.selectStepHint,Select Step Hint,단계별 선택 가이드
pages,pages.marketingIntel.marketingIntel.gdpr.bannerDesc,Banner Desc,배너 설명
pages,pages.marketingIntel.marketingIntel.gdpr.bannerTitle,Banner Title,배너 제목
pages,pages.marketingIntel.marketingIntel.gdpr.consentDate,Consent Date,동의일
pages,pages.marketingIntel.marketingIntel.gdpr.consentNow,Consent Now,지금 동의
pages,pages.marketingIntel.marketingIntel.gdpr.consentRate,Consent Rate,동의율
pages,pages.marketingIntel.marketingIntel.gdpr.cookiePolicy,Cookie Policy,쿠키 정책
pages,pages.marketingIntel.marketingIntel.gdpr.currentConsentStatus,Current Consent Status,현재 동의 상태
pages,pages.marketingIntel.marketingIntel.gdpr.editSettings,Edit Settings,설정 편집
pages,pages.marketingIntel.marketingIntel.gdpr.marketing,Marketing Performance,마케팅 성과
pages,pages.marketingIntel.marketingIntel.gdpr.noConsentInfo,No Consent Info,동의 정보 없음
pages,pages.marketingIntel.marketingIntel.gdpr.notConsented,Not Consented,미동의
pages,pages.marketingIntel.marketingIntel.gdpr.panelSub,Panel Sub,패널 설명
pages,pages.marketingIntel.marketingIntel.gdpr.panelTitle,Panel Title,패널 제목
pages,pages.marketingIntel.marketingIntel.gdpr.platformStats,Platform Stats,플랫폼 통계
pages,pages.marketingIntel.marketingIntel.gdpr.policyNote1,Policy Note1,정책 안내 1
pages,pages.marketingIntel.marketingIntel.gdpr.policyNote2,Policy Note2,정책 안내 2
pages,pages.marketingIntel.marketingIntel.gdpr.policyNote3,Policy Note3,정책 안내 3
pages,pages.marketingIntel.marketingIntel.gdpr.privacyPolicy,Privacy Policy,개인정보 처리방침
pages,pages.marketingIntel.marketingIntel.gdpr.savePref,Save Pref,환경설정 저장
pages,pages.marketingIntel.marketingIntel.gdpr.totalVisitors,Total Visitors,총 방문자
pages,pages.marketingIntel.marketingIntel.influencerUGC.txt_ActualPaid_9,Txt_ Actual Paid_9,실제 지급액
pages,pages.marketingIntel.marketingIntel.influencerUGC.txt_AdCreative_13,Txt_ Ad Creative_13,광고 크리에이티브
pages,pages.marketingIntel.marketingIntel.influencerUGC.txt_Channelper_15,Txt_ Channelper_15,채널별
pages,pages.marketingIntel.marketingIntel.influencerUGC.txt_CreatorROI_11,Txt_ Creator R O I_11,크리에이터 ROI
pages,pages.marketingIntel.marketingIntel.influencerUGC.txt_Difference_10,Txt_ Difference_10,차액
pages,pages.marketingIntel.marketingIntel.influencerUGC.txt_Engagement_12,Txt_ Engagement_12,참여도
pages,pages.marketingIntel.marketingIntel.influencerUGC.txt_Percontrac_8,Txt_ Percontrac_8,계약당
pages,pages.marketingIntel.marketingIntel.influencerUGC.txt_ProductPag_14,Txt_ Product Pag_14,상품 페이지
pages,pages.marketingIntel.marketingIntel.influencerUGC.txt_WhitelistA_4,Txt_ Whitelist A_4,화이트리스트 A
pages,pages.marketingIntel.marketingIntel.influencerUGC.u_107,Total Channels,전체 채널
pages,pages.marketingIntel.marketingIntel.influencerUGC.u_114,Sum Total,합계
pages,pages.marketingIntel.marketingIntel.influencerUGC.u_81,Action Recommendations,액션 추천
pages,pages.marketingIntel.marketingIntel.influencerUGC.u_84,Engagement Rate,참여율
pages,pages.marketingIntel.marketingIntel.influencerUGC.u_86,UGC Revenue,UGC 매출
pages,pages.marketingIntel.marketingIntel.influencerUGC.u_91,Conversion Rate,전환율
pages,pages.marketingIntel.marketingIntel.menuAccess.desc,Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),클릭하여 역할별 메뉴/기능 접근 권한을 변경하세요 (✅ 허용 · 👁 읽기 전용 · 🔒 잠금)
pages,pages.marketingIntel.marketingIntel.menuAccess.newFeature,New Feature,신규 기능
pages,pages.marketingIntel.marketingIntel.menuAccess.permRead,Perm Read,읽기 전용
pages,pages.marketingIntel.marketingIntel.menuAccess.recommendTitle,Recommend Title,추천 항목
pages,pages.marketingIntel.marketingIntel.menuAccess.saved,✓ Save Complete,✓ 저장 완료
pages,pages.marketingIntel.marketingIntel.menuAccess.title,Email Marketing,이메일 마케팅
pages,pages.marketingIntel.marketingIntel.systemMonitor.addFav,Add Fav,즐겨찾기 추가
pages,pages.marketingIntel.marketingIntel.systemMonitor.addFavorite,Add Favorite,즐겨찾기 추가
pages,pages.marketingIntel.marketingIntel.systemMonitor.noFavorites,No Favorites,즐겨찾기 항목이 없습니다
pages,pages.marketingIntel.marketingIntel.systemMonitor.noRecents,No Recents,최근 항목이 없습니다
pages,pages.marketingIntel.marketingIntel.systemMonitor.quickAccess,Quick Access,빠른 접근
pages,pages.marketingIntel.marketingIntel.systemMonitor.recentVisits,Recent Visits,최근 방문
pages,pages.marketingIntel.marketingIntel.systemMonitor.removeFav,Remove Fav,즐겨찾기 해제
pages,pages.marketingIntel.marketingIntel.systemMonitor.removeFavorite,Remove Favorite,즐겨찾기 해제
pages,pages.marketingIntel.marketingIntel.systemMonitor.status_error,Status error,오류
pages,pages.marketingIntel.marketingIntel.systemMonitor.status_ok,Status ok,정상
pages,pages.marketingIntel.marketingIntel.systemMonitor.status_warning,Status warning,경고
pages,pages.marketingIntel.marketingIntel.trendDetection,Trend Detection,트렌드 감지
pages,pages.marketingIntel.marketingIntel.unified.alertSuccess,Alert Success,알림 발송 성공
pages,pages.marketingIntel.marketingIntel.unified.budgetErr,Budget Err,예산 오류
pages,pages.marketingIntel.marketingIntel.unified.budgetLabel,Budget Label,예산
pages,pages.marketingIntel.marketingIntel.unified.campName,Camp Name,캠페인명
pages,pages.marketingIntel.marketingIntel.unified.catBeauty,Cat Beauty,뷰티
pages,pages.marketingIntel.marketingIntel.unified.catFashion,Cat Fashion,패션
pages,pages.marketingIntel.marketingIntel.unified.catFood,Cat Food,식품
pages,pages.marketingIntel.marketingIntel.unified.catGeneral,Cat General,일반
pages,pages.marketingIntel.marketingIntel.unified.catSoftware,Cat Software,소프트웨어
pages,pages.marketingIntel.marketingIntel.unified.catTech,Cat Tech,테크
pages,pages.marketingIntel.marketingIntel.unified.catTravel,Cat Travel,여행
pages,pages.marketingIntel.marketingIntel.unified.corporateCard,Corporate Card,법인 카드
pages,pages.marketingIntel.marketingIntel.unified.estConv,Est Conv,예상 전환 수
pages,pages.marketingIntel.marketingIntel.unified.estRoas,Est Roas,예상 ROAS
pages,pages.marketingIntel.marketingIntel.unified.expRoas,Exp Roas,예상 ROAS
pages,pages.marketingIntel.marketingIntel.unified.launchTitle,Launch Title,런칭 제목
pages,pages.marketingIntel.marketingIntel.unified.mainTitle,Main Title,메인 제목
pages,pages.marketingIntel.marketingIntel.unified.mixTitle,Mix Title,믹스 분석
pages,pages.marketingIntel.marketingIntel.unified.payMethod,Pay Method,결제 수단
pages,pages.marketingIntel.marketingIntel.unified.qBudget,Q Budget,분기 예산
pages,pages.marketingIntel.marketingIntel.unified.totalAmt,Total Amt,총 금액
pages,pages.marketingIntel.marketingIntel.unified.whichCategory,Which Category,카테고리 선택
pages,pages.marketingIntel.menuAccess.desc,Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),클릭하여 역할별 메뉴/기능 접근 권한을 변경하세요 (✅ 허용 · 👁 읽기 전용 · 🔒 잠금)
pages,pages.marketingIntel.menuAccess.newFeature,New Feature,신규 기능
pages,pages.marketingIntel.menuAccess.permRead,Perm Read,읽기 전용
pages,pages.marketingIntel.menuAccess.recommendTitle,Recommend Title,추천 항목
pages,pages.marketingIntel.menuAccess.saved,✓ Save Complete,✓ 저장 완료
pages,pages.marketingIntel.menuAccess.title,Email Marketing,이메일 마케팅
pages,pages.marketingIntel.mobileCvr,Mobile Cvr,모바일 전환율
pages,pages.marketingIntel.newCustPct,New Cust Pct,신규 고객 비율
pages,pages.marketingIntel.noAnomaly,No anomalies,이상 징후 없음
pages,pages.marketingIntel.nodeConfig,Node Config,노드 설정
pages,pages.marketingIntel.nodeName,Node Name,노드명
pages,pages.marketingIntel.nodeSettings,Node Settings,노드 설정
pages,pages.marketingIntel.noResults,No Results,결과 없음
pages,pages.marketingIntel.omniChannel.groupOwnMall,🏪 Own Mall / Others,🏪 자사몰 / 기타
pages,pages.marketingIntel.omniChannel.invLastUpdate,Last Update,최종 업데이트
pages,pages.marketingIntel.omniChannel.invLowStock,Low Stock,재고 부족
pages,pages.marketingIntel.omniChannel.invOutOfStock,Out of Stock,품절
pages,pages.marketingIntel.omniChannel.invTitle,Real-time Inventory,실시간 재고
pages,pages.marketingIntel.omniChannel.invTotalProducts,Total Products,총 상품 수
pages,pages.marketingIntel.omniChannel.ordBtnExport,📥 Export,📥 내보내기
pages,pages.marketingIntel.omniChannel.ordColOrderNo,Order No,주문 번호
pages,pages.marketingIntel.omniChannel.ordTitle,Unified Order Management,통합 주문 관리
pages,pages.marketingIntel.omniChannel.ordTotalOrders,Total Orders,총 주문
pages,pages.marketingIntel.omniChannel.ovAvgOrderValue,Avg Order Value,평균 주문 금액
pages,pages.marketingIntel.omniChannel.ovChannelShare,Revenue Share by Channel,채널별 매출 비중
pages,pages.marketingIntel.omniChannel.ovRevenueByChannel,Revenue Trend by Channel,채널별 매출 트렌드
pages,pages.marketingIntel.omniChannel.ovTitle,Unified Dashboard,통합 대시보드
pages,pages.marketingIntel.omniChannel.ovTotalOrders,Total Orders,총 주문
pages,pages.marketingIntel.omniChannel.ovTotalRevenue,Total Revenue,총 매출
pages,pages.marketingIntel.omniChannel.prodAvgPrice,Avg Price,평균 가격
pages,pages.marketingIntel.omniChannel.prodBtnSync,🔄 Sync All,🔄 전체 동기화
pages,pages.marketingIntel.omniChannel.prodChannelCoverage,Channel Coverage,채널 커버리지
pages,pages.marketingIntel.omniChannel.prodColLastSync,Last Sync,최근 동기화
pages,pages.marketingIntel.omniChannel.prodColName,Product Name,상품명
pages,pages.marketingIntel.omniChannel.prodSyncStatus,Sync Status,동기화 상태
pages,pages.marketingIntel.omniChannel.prodTitle,Unified Product Management,통합 상품 관리
pages,pages.marketingIntel.omniChannel.prodTotalSKU,Total SKUs,총 SKU 수
pages,pages.marketingIntel.orderHistory,Order History,주문 이력
pages,pages.marketingIntel.orderId,Order ID,주문 ID
pages,pages.marketingIntel.orderNeeded,Order Needed,발주 필요
pages,pages.marketingIntel.orderNeededSku,Order Needed Sku,발주 필요 SKU
pages,pages.marketingIntel.orders, orders,주문
pages,pages.marketingIntel.paymentKey,Payment Key,결제 키
pages,pages.marketingIntel.platformDist,Platform Dist,플랫폼 분포
pages,pages.marketingIntel.pricing.limitedFeat,Limited Features,일부 기능 제한
pages,pages.marketingIntel.prob30,30-day Churn Probability,30일 이탈 확률
pages,pages.marketingIntel.productCost,Product Cost,상품 원가
pages,pages.marketingIntel.productPerf,Product Perf,상품 성과
pages,pages.marketingIntel.purchase,✅ Purchase Complete,✅ 구매 완료
pages,pages.marketingIntel.purchaseCost,Purchase Cost,매입 원가
pages,pages.marketingIntel.recentTriggers,Recent Triggers,최근 트리거
pages,pages.marketingIntel.reject,❌ Reject,❌ 거부
pages,pages.marketingIntel.rollup.campaignPnlRisk,Campaign Pnl Risk,캠페인 P&L 리스크
pages,pages.marketingIntel.rollup.commissionPerPost,Commission Per Post,게시물당 수수료
pages,pages.marketingIntel.rollup.lossEstWarning,Loss Est Warning,손실 예상 경고
pages,pages.marketingIntel.rollup.pnlAdSpend,Ad Spend,광고 비용
pages,pages.marketingIntel.rollup.pnlCogs,Pnl Cogs,매출원가(COGS)
pages,pages.marketingIntel.rollup.pnlDesc,Pnl Desc,P&L 안내
pages,pages.marketingIntel.rollup.pnlFxLoss,Pnl Fx Loss,환차손
pages,pages.marketingIntel.rollup.pnlGrossProfit,Gross Profit,매출총이익
pages,pages.marketingIntel.rollup.pnlNetRev,Net Revenue,순매출
pages,pages.marketingIntel.rollup.pnlReturnLoss,Pnl Return Loss,반품 손실
pages,pages.marketingIntel.rollup.pnlSettle,Net Payout,Net Payout
pages,pages.marketingIntel.rollup.pnlStructure,Pnl Structure,P&L 구조
pages,pages.marketingIntel.rollup.pnlTotalRev,Gross Sales,총 매출
pages,pages.marketingIntel.rollup.returnRateWord,Return Rate,반품률
pages,pages.marketingIntel.rollup.settleDeductWord,Settlement Deduction,정산 공제
pages,pages.marketingIntel.rollup.unitPrice,Unit Price,단가
pages,pages.marketingIntel.rollup.unitTenThousand,10K KRW,만원
pages,pages.marketingIntel.root_pageTitle_channelKpi2,Root_page Title_channel Kpi2,채널 KPI 페이지
pages,pages.marketingIntel.skuAnalysis,Sku Analysis,SKU 분석
pages,pages.marketingIntel.skuForecast,Sku Forecast,SKU 예측
pages,pages.marketingIntel.skuPlatformFee,Platform Fee,플랫폼 수수료
pages,pages.marketingIntel.skuTopMargin,Top Margin SKU,고마진 SKU
pages,pages.marketingIntel.subtitle,Precision Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Dual ML) · Thompson Sampling A/B,정밀 Shapley (2^n) · 베이지안 MMM · 마르코프 체인 · 인크리멘털 업리프트 (Dual ML) · 톰슨 샘플링 A/B
pages,pages.marketingIntel.summaryOrders,Summary Orders,주문 요약
pages,pages.marketingIntel.systemMonitor.addFav,Add Fav,즐겨찾기 추가
pages,pages.marketingIntel.systemMonitor.addFavorite,Add Favorite,즐겨찾기 추가
pages,pages.marketingIntel.systemMonitor.noFavorites,No Favorites,즐겨찾기 항목이 없습니다
pages,pages.marketingIntel.systemMonitor.noRecents,No Recents,최근 항목이 없습니다
pages,pages.marketingIntel.systemMonitor.quickAccess,Quick Access,빠른 접근
pages,pages.marketingIntel.systemMonitor.recentVisits,Recent Visits,최근 방문
pages,pages.marketingIntel.systemMonitor.removeFav,Remove Fav,즐겨찾기 해제
pages,pages.marketingIntel.systemMonitor.removeFavorite,Remove Favorite,즐겨찾기 해제
pages,pages.marketingIntel.tabAi,Tab Ai,AI
pages,pages.marketingIntel.tabAiDesc,Tab Ai Desc,AI 분석 안내
pages,pages.marketingIntel.tabAudience,Tab Audience,오디언스
pages,pages.marketingIntel.tabAuto,Tab Auto,자동화
pages,pages.marketingIntel.tabAutoDesc,Tab Auto Desc,자동화 안내
pages,pages.marketingIntel.tabChannels,Tab Channels,채널
pages,pages.marketingIntel.tabFunnel,Tab Funnel,퍼널
pages,pages.marketingIntel.tabFunnelDesc,Tab Funnel Desc,퍼널 분석 안내
pages,pages.marketingIntel.tabKpi,Tab Kpi,KPI
pages,pages.marketingIntel.tabKpiDesc,Tab Kpi Desc,KPI 분석 안내
pages,pages.marketingIntel.tabOverview,Campaign Status,캠페인 상태
pages,pages.marketingIntel.title,Email Marketing,이메일 마케팅
pages,pages.marketingIntel.todayAdSpend,Today Ad Spend,오늘 광고비
pages,pages.marketingIntel.topCreators,Top Creators,상위 크리에이터
pages,pages.marketingIntel.topProducts,Top Products,인기 상품
pages,pages.marketingIntel.totalFollowers,Total Followers,총 팔로워 수
pages,pages.marketingIntel.totalPurchases,Total Purchases,총 구매 수
pages,pages.marketingIntel.totalRevContrib,Total Rev Contrib,총 매출 기여도
pages,pages.marketingIntel.trendDetection,Trend Detection,트렌드 감지
pages,pages.marketingIntel.trigger,🎯 Trigger,🎯 트리거
pages,pages.marketingIntel.triggerType,Trigger Type,트리거 유형
pages,pages.marketingIntel.triggerTypes.birthday,🎂 Birthday,🎂 생일
pages,pages.marketingIntel.triggerTypes.cart_abandoned,🛒 Cart Abandoned,🛒 장바구니 이탈
