path,ja_value,ko_value,ja_type,ja_hangul
pages.marketing.aiMarketing,🚀 AI Marketing Automation,🚀 AI Marketing Automation,string,0
pages.marketing.aiMarketingHub,AI Communication,AI Communication,string,0
pages.marketing.aiRecommend,AI Instant Recommendations,AI Instant Recommendations,string,0
pages.marketing.analytics,Analytics,Analytics,string,0
pages.marketing.analyticsModules,Analytics Modules,Analytics Modules,string,0
pages.marketing.attribution,Attribution,Attribution,string,0
pages.marketing.autoMarketing,AI Strategy Generator,AI Strategy Generator,string,0
pages.marketing.avgOrder,AOV,AOV,string,0
pages.marketing.budgetTracker,Budget Tracker,Budget Tracker,string,0
pages.marketing.campaignManager,Campaign Manager,Campaign Manager,string,0
pages.marketing.catalog,Product Catalog,Product Catalog,string,0
pages.marketing.chIntelDesc1,Ch Intel Desc1,Ch Intel Desc1,string,0
pages.marketing.chIntelDesc2,Ch Intel Desc2,Ch Intel Desc2,string,0
pages.marketing.chIntelDesc3,Ch Intel Desc3,Ch Intel Desc3,string,0
pages.marketing.chIntelDesc4,Ch Intel Desc4,Ch Intel Desc4,string,0
pages.marketing.chIntelTitle,Channel Intelligence,Channel Intelligence,string,0
pages.marketing.chPerfDash,Channel Performance Dashboard,Channel Performance Dashboard,string,0
pages.marketing.chTrendKpi,Key KPI Trends by Media,Key KPI Trends by Media,string,0
pages.marketing.channel,チャネル,チャネル,string,0
pages.marketing.channelDesc,Core KPIs by Channel,Core KPIs by Channel,string,0
pages.marketing.channelKpi,Channel KPI,Channel KPI,string,0
pages.marketing.channelMix,Channel Mix,Channel Mix,string,0
pages.marketing.colAchieve,Goal Achievement,Goal Achievement,string,0
pages.marketing.colChan,Channel Name,Channel Name,string,0
pages.marketing.colConv,Conversions,Conversions,string,0
pages.marketing.colCtr,CTR%,CTR%,string,0
pages.marketing.colRoas,ROAS,ROAS,string,0
pages.marketing.colSpend,Ad Spend,Ad Spend,string,0
pages.marketing.colTrend,Trend,Trend,string,0
pages.marketing.commerce,Commerce & Settlement,Commerce & Settlement,string,0
pages.marketing.commerceDesc,Order · Inventory · Settlement Unified Status,Order · Inventory · Settlement Unified Status,string,0
pages.marketing.convFunnel,Conversion Funnel Analysis,Conversion Funnel Analysis,string,0
pages.marketing.convRateLbl,コンバージョン率,コンバージョン率,string,0
pages.marketing.convRateSub,vs Sessions,vs Sessions,string,0
pages.marketing.crm,Customer · CRM,Customer · CRM,string,0
pages.marketing.crmMain,Customer CRM + AI Segment,Customer CRM + AI Segment,string,0
pages.marketing.dashboard,Unified Dashboard,Unified Dashboard,string,0
pages.marketing.emailMarketing,Email + A/B Test,Email + A/B Test,string,0
pages.marketing.genderDist,Gender Distribution,Gender Distribution,string,0
pages.marketing.graphScore,Graph Score,Graph Score,string,0
pages.marketing.grossRevSub,Today,Today,string,0
pages.marketing.home,Home,Home,string,0
pages.marketing.influencer,Influencer,Influencer,string,0
pages.marketing.influencerDesc,Influencer · UGC Performance Analysis,Influencer · UGC Performance Analysis,string,0
pages.marketing.journeyBuilder,Journey Builder,Journey Builder,string,0
pages.marketing.kakaoChannel,Kakao Channel,Kakao Channel,string,0
pages.marketing.liveActivity,Live Activity,Live Activity,string,0
pages.marketing.marketingDesc,Ad · Campaign Integrated Analysis,Ad · Campaign Integrated Analysis,string,0
pages.marketing.mode,Mode,Mode,string,0
pages.marketing.moduleShortcuts,Module Shortcuts,Module Shortcuts,string,0
pages.marketing.naverName,Naver Search Ads,Naver Search Ads,string,0
pages.marketing.netROASSub,Net Profit / Ad Spend,Net Profit / Ad Spend,string,0
pages.marketing.omniChannel,Omni-Channel,Omni-Channel,string,0
pages.marketing.orderHub,Order Hub,Order Hub,string,0
pages.marketing.overview,Overview,Overview,string,0
pages.marketing.overviewDesc,All platform KPIs at a glance,All platform KPIs at a glance,string,0
pages.marketing.performanceHub,Performance Hub,Performance Hub,string,0
pages.marketing.priceOpt,Price Optimization,Price Optimization,string,0
pages.marketing.quickFavs,Favorites,Favorites,string,0
pages.marketing.quickRecents,Recent Visits,Recent Visits,string,0
pages.marketing.reportBuilder,Report Builder,Report Builder,string,0
pages.marketing.returnsPortal,Returns Automation Portal,Returns Automation Portal,string,0
pages.marketing.reviewsUgc,Reviews & UGC Analysis,Reviews & UGC Analysis,string,0
pages.marketing.rollup,Rollup View,Rollup View,string,0
pages.marketing.sales,Global Sales,Global Sales,string,0
pages.marketing.salesDesc,Revenue Status by Country/Region,Revenue Status by Country/Region,string,0
pages.marketing.selectRoleBtn,Select Role,Select Role,string,0
pages.marketing.selectRoleDesc,We suggest customized options and quick actions for your role.,We suggest customized options and quick actions for your role.,string,0
pages.marketing.selectRoleTitle,Please select your role,Please select your role,string,0
pages.marketing.sidebarAlertCount,🚨 {{n}}件アラート,🚨 {{n}}件アラート,string,0
pages.marketing.sidebarCampaignActive,🟢 {{n}}キャンペーン実行中,🟢 {{n}}キャンペーン実行中,string,0
pages.marketing.sidebarLogout,ログアウト,ログアウト,string,0
pages.marketing.sidebarUpgrade,アップグレード,アップグレード,string,0
pages.marketing.sub,광고 통합 인사이트,광고 통합 인사이트,string,1
pages.marketing.supplyChain,Supply Chain Visibility,Supply Chain Visibility,string,0
pages.marketing.sysStatus,System Status,System Status,string,0
pages.marketing.system,System Status,System Status,string,0
pages.marketing.systemDesc,API · Pipeline · Server Status,API · Pipeline · Server Status,string,0
pages.marketing.title,Email Marketing,마케팅 및 광고,string,0
pages.marketing.todayTasks,Today,Today,string,0
pages.marketing.topRegion,Top Visited Regions,Top Visited Regions,string,0
pages.marketing.totalOrderSub,As of Today,As of Today,string,0
pages.marketing.upgradalBtn,View Pricing Plans,View Pricing Plans,string,0
pages.marketing.upgradalClose,Close,Close,string,0
pages.marketing.upgradalDesc,This menu is available on paid plans. Upgrade to unlock all expert features.,This menu is available on paid plans. Upgrade to unlock all expert features.,string,0
pages.marketing.upgradalTitle,Upgrade Notice,Upgrade Notice,string,0
pages.marketing.upgradeBarCoupon,Your account has a free coupon.,Your account has a free coupon.,string,0
pages.marketing.upgradeBarDesc,Connect your API now and fully utilize the platform with your data.,Connect your API now and fully utilize the platform with your data.,string,0
pages.marketing.upgradeBarMembership,Membership Coupon Application Guide,Membership Coupon Application Guide,string,0
pages.marketing.upgradeBarTitle,🎉 Connect real business data and try all features free for 7 days!,🎉 Connect real business data and try all features free for 7 days!,string,0
pages.marketing.upgradeLabel,Upgrade,Upgrade,string,0
pages.marketing.vsYesterday,vs Yesterday,vs Yesterday,string,0
pages.marketing.webPopup,Web Popup,Web Popup,string,0
pages.marketing.wms,WMS Inventory,WMS Inventory,string,0
pages.marketingIntel.All,All,All,string,0
pages.marketingIntel.Simulation,Simulation,Simulation,string,0
pages.marketingIntel._,",",",",string,0
pages.marketingIntel.a,",",",",string,0
pages.marketingIntel.abGroupA,Ab Group A,Ab Group A,string,0
pages.marketingIntel.abGroupB,Ab Group B,Ab Group B,string,0
pages.marketingIntel.account,アカウント,アカウント,string,0
pages.marketingIntel.acos,ACOS,ACOS,string,0
pages.marketingIntel.actionLabel,Action Label,Action Label,string,0
pages.marketingIntel.adBody,Ad Body,Ad Body,string,0
pages.marketingIntel.adCopy,Ad Copy,Ad Copy,string,0
pages.marketingIntel.adCreativeSub,Ad Creative Sub,Ad Creative Sub,string,0
pages.marketingIntel.adCreativeTitle,Ad Creative Title,Ad Creative Title,string,0
pages.marketingIntel.adCta,Ad Cta,Ad Cta,string,0
pages.marketingIntel.adCtaLabel,CTA,CTA,string,0
pages.marketingIntel.adDownload,⬇ Download,⬇ Download,string,0
pages.marketingIntel.adGenerate,Ad Generate,Ad Generate,string,0
pages.marketingIntel.adGenerating,Ad Generating,Ad Generating,string,0
pages.marketingIntel.adHashtags,Ad Hashtags,Ad Hashtags,string,0
pages.marketingIntel.adHeadline,Ad Headline,Ad Headline,string,0
pages.marketingIntel.adKeyword,Ad Keyword,Ad Keyword,string,0
pages.marketingIntel.adKeywordPh,Ad Keyword Ph,Ad Keyword Ph,string,0
pages.marketingIntel.adKeywords,Ad Keywords,Ad Keywords,string,0
pages.marketingIntel.adPerf.channel,チャネル,チャネル,string,0
pages.marketingIntel.adPerf.clicks,Clicks,Clicks,string,0
pages.marketingIntel.adPerf.conversions,Conversions,Conversions,string,0
pages.marketingIntel.adPerf.cpa,Cost Per Acquisition (CPA),Cost Per Acquisition (CPA),string,0
pages.marketingIntel.adPerf.date,Date (Period),Date (Period),string,0
pages.marketingIntel.adPerf.impressions,Total Impressions,Total Impressions,string,0
pages.marketingIntel.adPerf.loading,Loading...,Loading...,string,0
pages.marketingIntel.adPerf.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,string,0
pages.marketingIntel.adPerf.pageTitle,🔌 連携ハブ,🔌 連携ハブ,string,0
pages.marketingIntel.adPerf.roas,ROAS,ROAS,string,0
pages.marketingIntel.adPerf.spend,Spend,Spend,string,0
pages.marketingIntel.adPerf.team,View by Team,View by Team,string,0
pages.marketingIntel.adPerf.title,Email Marketing,Email Marketing,string,0
pages.marketingIntel.adPlatform,Ad Platform,Ad Platform,string,0
pages.marketingIntel.adProduct,Ad Product,Ad Product,string,0
pages.marketingIntel.adProductPh,Ad Product Ph,Ad Product Ph,string,0
pages.marketingIntel.adRegenerate,Ad Regenerate,Ad Regenerate,string,0
pages.marketingIntel.adResult,Ad Result,Ad Result,string,0
pages.marketingIntel.adSize,Ad Size,Ad Size,string,0
pages.marketingIntel.adStyle,Ad Style,Ad Style,string,0
pages.marketingIntel.adTarget,Ad Target,Ad Target,string,0
pages.marketingIntel.adTargetPh,Ad Target Ph,Ad Target Ph,string,0
pages.marketingIntel.adTone,Ad Tone,Ad Tone,string,0
pages.marketingIntel.admin.callVolume,Call Volume,Call Volume,string,0
pages.marketingIntel.admin.connected,接続済み,接続済み,string,0
pages.marketingIntel.admin.currency,Currency,Currency,string,0
pages.marketingIntel.admin.ipRestriction,Ip Restriction,Ip Restriction,string,0
pages.marketingIntel.admin.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,string,0
pages.marketingIntel.admin.pageTitle,🔌 連携ハブ,🔌 連携ハブ,string,0
pages.marketingIntel.admin.save,Save,Save,string,0
pages.marketingIntel.admin.saved,✓ Save Complete,✓ Save Complete,string,0
pages.marketingIntel.admin.sessionTimeout,Session Timeout,Session Timeout,string,0
pages.marketingIntel.admin.since,Since,Since,string,0
pages.marketingIntel.admin.tabBilling,Tab Billing,Tab Billing,string,0
pages.marketingIntel.admin.tabGeneral,Tab General,Tab General,string,0
pages.marketingIntel.admin.tabIntegrations,Tab Integrations,Tab Integrations,string,0
pages.marketingIntel.admin.tabSecurity,Security,Security,string,0
pages.marketingIntel.admin.tabWorkspace,Tab Workspace,Tab Workspace,string,0
pages.marketingIntel.admin.timezone,Timezone,Timezone,string,0
pages.marketingIntel.admin.twoFactor,Two Factor,Two Factor,string,0
pages.marketingIntel.admin.warning,Warnings,Warnings,string,0
pages.marketingIntel.admin.workspaceName,Workspace Name,Workspace Name,string,0
pages.marketingIntel.admin.workspacePlan,Plan,Plan,string,0
pages.marketingIntel.aiEngine,Ai Engine,Ai Engine,string,0
pages.marketingIntel.aiEngineDesc,Ai Engine Desc,Ai Engine Desc,string,0
pages.marketingIntel.aiPredict.Sim,Sim,Sim,string,0
pages.marketingIntel.aiPredict.adPerf.channel,チャネル,チャネル,string,0
pages.marketingIntel.aiPredict.adPerf.clicks,Clicks,Clicks,string,0
pages.marketingIntel.aiPredict.adPerf.conversions,Conversions,Conversions,string,0
pages.marketingIntel.aiPredict.adPerf.cpa,Cost Per Acquisition (CPA),Cost Per Acquisition (CPA),string,0
pages.marketingIntel.aiPredict.adPerf.date,Date (Period),Date (Period),string,0
pages.marketingIntel.aiPredict.adPerf.impressions,Total Impressions,Total Impressions,string,0
pages.marketingIntel.aiPredict.adPerf.loading,Loading...,Loading...,string,0
pages.marketingIntel.aiPredict.adPerf.roas,ROAS,ROAS,string,0
pages.marketingIntel.aiPredict.adPerf.spend,Spend,Spend,string,0
pages.marketingIntel.aiPredict.adPerf.team,View by Team,View by Team,string,0
pages.marketingIntel.aiPredict.adPerf.title,Email Marketing,Email Marketing,string,0
pages.marketingIntel.aiPredict.banner.Simulation,Simulation,Simulation,string,0
pages.marketingIntel.aiPredict.banner.abGroupA,Ab Group A,Ab Group A,string,0
pages.marketingIntel.aiPredict.banner.abGroupB,Ab Group B,Ab Group B,string,0
pages.marketingIntel.aiPredict.banner.backToList,Back To List,Back To List,string,0
pages.marketingIntel.aiPredict.banner.clickToEdit,Click To Edit,Click To Edit,string,0
pages.marketingIntel.aiPredict.banner.conditionEmailClicked,Condition Email Clicked,Condition Email Clicked,string,0
pages.marketingIntel.aiPredict.banner.conditionEmailOpened,Condition Email Opened,Condition Email Opened,string,0
pages.marketingIntel.aiPredict.banner.conditionField,Condition Field,Condition Field,string,0
pages.marketingIntel.aiPredict.banner.conditionKakaoClicked,Condition Kakao Clicked,Condition Kakao Clicked,string,0
pages.marketingIntel.aiPredict.banner.conditionLineClicked,LINE Clicks,LINE Clicks,string,0
pages.marketingIntel.aiPredict.banner.conditionLtvGt,Condition Ltv Gt,Condition Ltv Gt,string,0
pages.marketingIntel.aiPredict.banner.conditionPurchased,Purchase,Purchase,string,0
pages.marketingIntel.aiPredict.banner.crmChurn,Crm Churn,Crm Churn,string,0
pages.marketingIntel.aiPredict.banner.crmJourney,Crm Journey,Crm Journey,string,0
pages.marketingIntel.aiPredict.banner.crmJourneyAction,Crm Journey Action,Crm Journey Action,string,0
pages.marketingIntel.aiPredict.banner.crmVip,Crm Vip,Crm Vip,string,0
pages.marketingIntel.aiPredict.banner.days, days, days,string,0
pages.marketingIntel.aiPredict.banner.delayTime,Delay Time,Delay Time,string,0
pages.marketingIntel.aiPredict.banner.delayUnit,Unit,Unit,string,0
pages.marketingIntel.aiPredict.banner.deleteNode,Delete Node,Delete Node,string,0
pages.marketingIntel.aiPredict.banner.emailFrom,Email From,Email From,string,0
pages.marketingIntel.aiPredict.banner.emailSendSim,Email Send Sim,Email Send Sim,string,0
pages.marketingIntel.aiPredict.banner.emailSenderPh,Geniego,Geniego,string,0
pages.marketingIntel.aiPredict.banner.emailSimulate,Email Simulate,Email Simulate,string,0
pages.marketingIntel.aiPredict.banner.emailSubject,Email Subject,Email Subject,string,0
pages.marketingIntel.aiPredict.banner.emailSubjectPh,Email Subject Ph,Email Subject Ph,string,0
pages.marketingIntel.aiPredict.banner.emailTestSend,Email Test Send,Email Test Send,string,0
pages.marketingIntel.aiPredict.banner.execLog,Auto Execution Log,Auto Execution Log,string,0
pages.marketingIntel.aiPredict.banner.hours,Time,Time,string,0
pages.marketingIntel.aiPredict.banner.kakaoAlimtalk,Kakao Alimtalk,Kakao Alimtalk,string,0
pages.marketingIntel.aiPredict.banner.kakaoFriendtalk,Kakao Friendtalk,Kakao Friendtalk,string,0
