keypath,ko_value,ko_class,en_value,en_class,ja_value,ja_class,zh_value,zh_class,zh-TW_value,zh-TW_class,es_value,es_class,fr_value,fr_class,de_value,de_class,pt_value,pt_class,ru_value,ru_class,ar_value,ar_class,hi_value,hi_class,id_value,id_class,th_value,th_class,vi_value,vi_class,n_placeholder,action
pages.marketingIntel.influencer.attrData.tabMmmLabel,MMM,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,Tab Mmm Label,PASS,0,skip
pages.marketingIntel.influencer.attrData.tabMtaDesc,MTA 분석 안내,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,Tab Mta Desc,PASS,0,skip
pages.marketingIntel.influencer.attrData.tabMtaLabel,MTA,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,Tab Mta Label,PASS,0,skip
pages.marketingIntel.influencer.attrData.tabShapleyDesc,Shapley 분석 안내,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,Tab Shapley Desc,PASS,0,skip
pages.marketingIntel.influencer.attrData.tabShapleyLabel,Shapley,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,Tab Shapley Label,PASS,0,skip
pages.marketingIntel.influencer.attrData.timeDecay,시간 감소,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,Time Decay,PASS,0,skip
pages.marketingIntel.influencer.attrData.timeSeries,시계열 데이터,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,Time Series,PASS,0,skip
pages.marketingIntel.influencer.attrData.title,이메일 마케팅,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,Email Marketing,PASS,0,skip
pages.marketingIntel.influencer.attrData.topOne,#1,PASS,#1,PASS,#1,PASS,#1,PASS,#1,PASS,#1,PASS,#1,PASS,#1,PASS,#1,PASS,#1,PASS,#1,PASS,#1,PASS,#1,PASS,#1,PASS,#1,PASS,0,skip
pages.marketingIntel.influencer.attrData.topPaths,주요 전환 경로,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,Top Paths,PASS,0,skip
pages.marketingIntel.influencer.attrData.totalCac,총 CAC,PASS,Total Cac,PASS,Total Cac,PASS,Total Cac,PASS,Total Cac,PASS,Total Cac,PASS,Total Cac,PASS,Total Cac,PASS,Total Cac,PASS,Total Cac,PASS,Total Cac,PASS,Total Cac,PASS,Total Cac,PASS,Total Cac,PASS,珥?CAC 吏異?,PASS,0,skip
pages.marketingIntel.influencer.attrData.totalLtv,총 LTV,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,Total Ltv,PASS,0,skip
pages.marketingIntel.influencer.attrData.totalStr,전체 합계,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,Total Str,PASS,0,skip
pages.marketingIntel.influencer.attrData.upliftSub,업리프트 분석 안내,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,Uplift Sub,PASS,0,skip
pages.marketingIntel.influencer.attrData.upliftTitle,업리프트 분석,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,Uplift Title,PASS,0,skip
pages.marketingIntel.influencer.attrData.visitor,방문자 수,PASS,Visitors,PASS,Visitors,PASS,Visitors,PASS,Visitors,PASS,Visitors,PASS,Visitors,PASS,Visitors,PASS,Visitors,PASS,Visitors,PASS,Visitors,PASS,Visitors,PASS,Visitors,PASS,Visitors,PASS,諛⑸Ц??,PASS,0,skip
pages.marketingIntel.influencer.attrData.winner,🏆 우승안,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,🏆 Winner,PASS,0,skip
pages.marketingIntel.influencer.avgRoi,평균 ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,Average ROI,PASS,0,skip
pages.marketingIntel.influencer.btnChannelDetails,▼ 채널 상세,PASS,▼ Channel Info,PASS,▼ チャネル詳細,PASS,▼ 频道详情,PASS,▼ Channel Info,PASS,▼ Channel Info,PASS,▼ Channel Info,PASS,▼ Channel Info,PASS,▼ Channel Info,PASS,▼ Channel Info,PASS,▼ Channel Info,PASS,▼ Channel Info,PASS,▼ Channel Info,PASS,▼ Channel Info,PASS,▼ Channel Info,PASS,0,skip
pages.marketingIntel.influencer.btnCollapse,▲ 닫기,PASS,▲ Collapse,PASS,▲ 閉じる,PASS,▲ 收起,PASS,▲ Collapse,PASS,▲ Collapse,PASS,▲ Collapse,PASS,▲ Collapse,PASS,▲ Collapse,PASS,▲ Collapse,PASS,▲ Collapse,PASS,▲ Collapse,PASS,▲ Collapse,PASS,▲ Collapse,PASS,▲ Collapse,PASS,0,skip
pages.marketingIntel.influencer.caseStudy.badgeChannels,,MISSING,,MISSING,,MISSING,个渠道已连接,PASS,個頻道已連接,PASS,,MISSING,,MISSING,Kanäle verbunden,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Saluran Terhubung,PASS,ช่องทางที่เชื่อมต่อ,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.badgeLive,,MISSING,,MISSING,,MISSING,实时同步,PASS,即時同步,PASS,,MISSING,,MISSING,Echtzeit-Sync,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Sinkronisasi Real-time,PASS,ซิงค์เรียลไทม์,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.badgeSecurity,,MISSING,,MISSING,,MISSING,安全激活,PASS,安全啟用,PASS,,MISSING,,MISSING,Sicherheit aktiv,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Keamanan Aktif,PASS,ความปลอดภัยทำงาน,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.connectedChannelsDesc,,MISSING,,MISSING,,MISSING,在集成中心注册了API密钥的渠道会自动显示。还可查看各渠道的平台费率。,PASS,Channels with registered API keys in the Integration Hub are displayed automatically. Platform fees for each channel are also shown.,PASS,,MISSING,,MISSING,Channels with registered API keys in the Integration Hub are displayed automatically. Platform fees for each channel are also shown.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Channels with registered API keys in the Integration Hub are displayed automatically. Platform fees for each channel are also shown.,PASS,Channels with registered API keys in the Integration Hub are displayed automatically. Platform fees for each channel are also shown.,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.connectedChannelsTitle,,MISSING,,MISSING,,MISSING,已连接渠道,PASS,Connected Channels,PASS,,MISSING,,MISSING,Connected Channels,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Connected Channels,PASS,Connected Channels,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.ctaDesc,,MISSING,,MISSING,,MISSING,从AI营销自动化到电商物流集成，免费试用7天。专属入职团队从第一天起全程支持。,PASS,"From AI marketing automation to commerce & logistics integration, try it free for 7 days. A dedicated onboarding team supports you from day one.",PASS,,MISSING,,MISSING,"From AI marketing automation to commerce & logistics integration, try it free for 7 days. A dedicated onboarding team supports you from day one.",PASS,,MISSING,,MISSING,,MISSING,,MISSING,"From AI marketing automation to commerce & logistics integration, try it free for 7 days. A dedicated onboarding team supports you from day one.",PASS,"From AI marketing automation to commerce & logistics integration, try it free for 7 days. A dedicated onboarding team supports you from day one.",PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.ctaGuide,,MISSING,,MISSING,,MISSING,入门指南,PASS,導入指南,PASS,,MISSING,,MISSING,Onboarding-Leitfaden,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Panduan Orientasi,PASS,คู่มือเริ่มต้น,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.ctaPricing,,MISSING,,MISSING,,MISSING,查看定价,PASS,查看方案,PASS,,MISSING,,MISSING,Preise ansehen,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Lihat Harga,PASS,ดูราคา,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.ctaTitle,,MISSING,,MISSING,,MISSING,用Geniego-ROI创造您的成功故事,PASS,用Geniego-ROI創造您的成功故事,PASS,,MISSING,,MISSING,Erstellen Sie Ihre Erfolgsgeschichte mit Geniego-ROI,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Buat kisah sukses Anda dengan Geniego-ROI,PASS,สร้างเรื่องราวความสำเร็จของคุณด้วย Geniego-ROI,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.dismiss,,MISSING,,MISSING,,MISSING,确认,PASS,確認,PASS,,MISSING,,MISSING,Bestätigen,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Konfirmasi,PASS,ยืนยัน,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.emptyDesc,,MISSING,,MISSING,,MISSING,实际采用企业的案例注册后将在此显示。请在集成中心连接渠道并积累绩效数据。,PASS,實際採用企業的案例註冊後將於此顯示。請在整合中心連接頻道並累積績效數據。,PASS,,MISSING,,MISSING,Fallstudien von tatsächlichen Anwendern werden hier angezeigt. Verbinden Sie Kanäle im Integration Hub und sammeln Sie Leistungsdaten.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Studi kasus dari pengguna aktual akan muncul di sini. Hubungkan saluran di Integration Hub dan kumpulkan data kinerja.,PASS,กรณีศึกษาจากผู้ใช้จริงจะแสดงที่นี่ เชื่อมต่อช่องทางใน Integration Hub และสะสมข้อมูลประสิทธิภาพ,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.emptyTitle,,MISSING,,MISSING,,MISSING,暂无注册案例,PASS,尚無註冊案例,PASS,,MISSING,,MISSING,Keine Fallstudien registriert,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Belum ada studi kasus terdaftar,PASS,ยังไม่มีกรณีศึกษาที่ลงทะเบียน,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.filterLabel,,MISSING,,MISSING,,MISSING,筛选,PASS,篩選,PASS,,MISSING,,MISSING,Filter,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Filter,PASS,ตัวกรอง,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.goIntegrationHub,,MISSING,,MISSING,,MISSING,前往集成中心,PASS,Go to Integration Hub,PASS,,MISSING,,MISSING,Go to Integration Hub,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Go to Integration Hub,PASS,ศูนย์เชื่อมต่อ,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.heroDesc,,MISSING,,MISSING,,MISSING,查看采用Geniego-ROI的企业成果，参考已连接渠道和解决方案的使用案例。,PASS,查看採用Geniego-ROI的企業成果，參考已連接頻道和解決方案的使用案例。,PASS,,MISSING,,MISSING,"Überprüfen Sie die Leistung von Unternehmen, die Geniego-ROI eingeführt haben, und nutzen Sie Anwendungsfälle verbundener Kanäle und Lösungen als Referenz.",PASS,,MISSING,,MISSING,,MISSING,,MISSING,Tinjau kinerja perusahaan yang mengadopsi Geniego-ROI dan referensi kasus penggunaan saluran dan solusi yang terhubung.,PASS,ดูผลงานของบริษัทที่ใช้ Geniego-ROI และดูตัวอย่างการใช้งานช่องทางและโซลูชันที่เชื่อมต่อ,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.industry_all,,MISSING,,MISSING,,MISSING,全部行业,PASS,All Industries,PASS,,MISSING,,MISSING,All Industries,PASS,,MISSING,,MISSING,,MISSING,,MISSING,All Industries,PASS,All Industries,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.industry_b2b,,MISSING,,MISSING,,MISSING,B2B,PASS,B2B,PASS,,MISSING,,MISSING,B2B,PASS,,MISSING,,MISSING,,MISSING,,MISSING,B2B,PASS,B2B,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.industry_beauty,,MISSING,,MISSING,,MISSING,美妆与化妆品,PASS,Beauty & Cosmetics,PASS,,MISSING,,MISSING,Beauty & Cosmetics,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Beauty & Cosmetics,PASS,Beauty & Cosmetics,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.industry_electronics,,MISSING,,MISSING,,MISSING,电子与IT,PASS,Electronics & IT,PASS,,MISSING,,MISSING,Electronics & IT,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Electronics & IT,PASS,Electronics & IT,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.industry_fashion,,MISSING,,MISSING,,MISSING,时尚与美妆,PASS,Fashion & Beauty,PASS,,MISSING,,MISSING,Fashion & Beauty,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Fashion & Beauty,PASS,Fashion & Beauty,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.industry_food,,MISSING,,MISSING,,MISSING,食品与健康,PASS,Food & Health,PASS,,MISSING,,MISSING,Food & Health,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Food & Health,PASS,Food & Health,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.industry_logistics,,MISSING,,MISSING,,MISSING,物流与运输,PASS,Logistics & Shipping,PASS,,MISSING,,MISSING,Logistics & Shipping,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Logistics & Shipping,PASS,Logistics & Shipping,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.kpi_connectedChannels,,MISSING,,MISSING,,MISSING,已连接渠道,PASS,已連接頻道,PASS,,MISSING,,MISSING,Verbundene Kanäle,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Saluran Terhubung,PASS,ช่องทางที่เชื่อมต่อ,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.kpi_industries,,MISSING,,MISSING,,MISSING,支持行业,PASS,支援產業,PASS,,MISSING,,MISSING,Branchen,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Industri,PASS,อุตสาหกรรม,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.kpi_regions,,MISSING,,MISSING,,MISSING,支持地区,PASS,支援地區,PASS,,MISSING,,MISSING,Regionen,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Wilayah,PASS,ภูมิภาค,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.kpi_totalSolutions,,MISSING,,MISSING,,MISSING,解决方案总数,PASS,解決方案總數,PASS,,MISSING,,MISSING,Lösungen gesamt,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Total Solusi,PASS,โซลูชันทั้งหมด,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.liveSyncStatus,,MISSING,,MISSING,,MISSING,实时数据同步激活中 · 所有菜单和功能保持同步状态,PASS,即時資料同步啟用中 · 所有選單與功能保持同步狀態,PASS,,MISSING,,MISSING,Echtzeit-Datensynchronisation aktiv · Alle Menüs und Funktionen sind synchronisiert,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Sinkronisasi data real-time aktif · Semua menu dan fitur tersinkronisasi,PASS,การซิงค์ข้อมูลเรียลไทม์ทำงานอยู่ · เมนูและฟีเจอร์ทั้งหมดซิงค์กัน,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.noChannelsDesc,,MISSING,,MISSING,,MISSING,在集成中心注册API密钥后，渠道将自动显示。,PASS,Register API keys in the Integration Hub and channels will appear automatically.,PASS,,MISSING,,MISSING,Register API keys in the Integration Hub and channels will appear automatically.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Register API keys in the Integration Hub and channels will appear automatically.,PASS,Register API keys in the Integration Hub and channels will appear automatically.,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.noChannelsTitle,,MISSING,,MISSING,,MISSING,暂无已连接渠道,PASS,No channels connected,PASS,,MISSING,,MISSING,No channels connected,PASS,,MISSING,,MISSING,,MISSING,,MISSING,No channels connected,PASS,No channels connected,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.platformFee,,MISSING,,MISSING,,MISSING,平台费率,PASS,平台費率,PASS,,MISSING,,MISSING,Plattformgebühr,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Biaya Platform,PASS,ค่าธรรมเนียมแพลตฟอร์ม,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.securityDesc,,MISSING,,MISSING,,MISSING,已检测并阻止恶意输入。,PASS,已偵測並阻擋惡意輸入。,PASS,,MISSING,,MISSING,Bösartige Eingabe wurde erkannt und blockiert.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Input berbahaya terdeteksi dan diblokir.,PASS,ตรวจพบและบล็อกอินพุตที่เป็นอันตราย,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.securityTitle,,MISSING,,MISSING,,MISSING,检测到安全威胁,PASS,偵測到安全威脅,PASS,,MISSING,,MISSING,Sicherheitsbedrohung erkannt,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Ancaman Keamanan Terdeteksi,PASS,ตรวจพบภัยคุกคามด้านความปลอดภัย,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.solution_all,,MISSING,,MISSING,,MISSING,全部解决方案,PASS,All Solutions,PASS,,MISSING,,MISSING,All Solutions,PASS,,MISSING,,MISSING,,MISSING,,MISSING,All Solutions,PASS,All Solutions,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.solution_attribution,,MISSING,,MISSING,,MISSING,归因分析,PASS,Attribution,PASS,,MISSING,,MISSING,Attribution,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Attribution,PASS,Attribution,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.solution_crm,,MISSING,,MISSING,,MISSING,CRM集成,PASS,CRM Integration,PASS,,MISSING,,MISSING,CRM Integration,PASS,,MISSING,,MISSING,,MISSING,,MISSING,CRM Integration,PASS,CRM Integration,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.solution_mmm,,MISSING,,MISSING,,MISSING,MMM分析,PASS,MMM Analysis,PASS,,MISSING,,MISSING,MMM Analysis,PASS,,MISSING,,MISSING,,MISSING,,MISSING,MMM Analysis,PASS,MMM Analysis,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.solution_omniChannel,,MISSING,,MISSING,,MISSING,全渠道,PASS,Omni-Channel,PASS,,MISSING,,MISSING,Omni-Channel,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Omni-Channel,PASS,Omni-Channel,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.solution_priceOpt,,MISSING,,MISSING,,MISSING,价格优化,PASS,Price Optimization,PASS,,MISSING,,MISSING,Price Optimization,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Price Optimization,PASS,Price Optimization,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.solution_wms,,MISSING,,MISSING,,MISSING,WMS管理,PASS,WMS Management,PASS,,MISSING,,MISSING,WMS Management,PASS,,MISSING,,MISSING,,MISSING,,MISSING,WMS Management,PASS,WMS Management,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.statusConnected,,MISSING,,MISSING,,MISSING,已连接,PASS,已連接,PASS,,MISSING,,MISSING,Verbunden,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Terhubung,PASS,เชื่อมต่อแล้ว,PASS,,MISSING,0,skip
pages.marketingIntel.influencer.caseStudy.tab_channels,,MISSING,,MISSING,,MISSING,🔗 已连接渠道,PASS,🔗 已連接頻道,PASS,,MISSING,,MISSING,🔗 Verbundene Kanäle,PASS,,MISSING,,MISSING,,MISSING,,MISSING,🔗 Saluran Terhubung,PASS,🔗 ช่องทางที่เชื่อมต่อ,PASS,,MISSING,0,skip
