keypath,pattern,action,ko_pass,n_locales_pass,n_locales_placeholder,n_locales_missing,ko_value,ko_class,en_value,en_class,ja_value,ja_class,zh_value,zh_class,zh-TW_value,zh-TW_class,es_value,es_class,fr_value,fr_class,de_value,de_class,pt_value,pt_class,ru_value,ru_class,ar_value,ar_class,hi_value,hi_class,id_value,id_class,th_value,th_class,vi_value,vi_class
pages.marketingIntel.influencer.ihub.save,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,保存,PASS,儲存,PASS,,MISSING,,MISSING,Speichern,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Simpan,PASS,บันทึก,PASS,,MISSING
pages.marketingIntel.influencer.ihub.saveDone,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Saved,PASS,Saved,PASS,,MISSING,,MISSING,Saved,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Saved,PASS,Saved,PASS,,MISSING
pages.marketingIntel.influencer.ihub.saving,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,保存中...,PASS,儲存中...,PASS,,MISSING,,MISSING,Speichert...,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Saving...,PASS,Saving...,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scAllCh,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,All Channels,PASS,All Channels,PASS,,MISSING,,MISSING,All Channels,PASS,,MISSING,,MISSING,,MISSING,,MISSING,All Channels,PASS,All Channels,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scApiDesc,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Register an existing API key directly.,PASS,Register an existing API key directly.,PASS,,MISSING,,MISSING,Register an existing API key directly.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Register an existing API key directly.,PASS,Register an existing API key directly.,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scApiSteps,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Registration Steps,PASS,Registration Steps,PASS,,MISSING,,MISSING,Registration Steps,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Registration Steps,PASS,Registration Steps,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scApiTitle,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Direct API Key Registration,PASS,Direct API Key Registration,PASS,,MISSING,,MISSING,Direct API Key Registration,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Direct API Key Registration,PASS,Direct API Key Registration,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scApplied,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Applied,PASS,Applied,PASS,,MISSING,,MISSING,Applied,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Applied,PASS,Applied,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scApplyFail,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Application Failed,PASS,Application Failed,PASS,,MISSING,,MISSING,Application Failed,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Application Failed,PASS,Application Failed,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scApplyFormDesc,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Fill in the API key application form.,PASS,Fill in the API key application form.,PASS,,MISSING,,MISSING,Fill in the API key application form.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Fill in the API key application form.,PASS,Fill in the API key application form.,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scApplyTitle,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,API Key Application,PASS,API Key Application,PASS,,MISSING,,MISSING,API Key Application,PASS,,MISSING,,MISSING,,MISSING,,MISSING,API Key Application,PASS,API Key Application,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scApplying,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Applying...,PASS,Applying...,PASS,,MISSING,,MISSING,Applying...,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Applying...,PASS,Applying...,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scAutoApply,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Auto Apply,PASS,Auto Apply,PASS,,MISSING,,MISSING,Auto Apply,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Auto Apply,PASS,Auto Apply,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scAutoGuideDesc,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,SmartConnect scans and connects channels automatically.,PASS,SmartConnect scans and connects channels automatically.,PASS,,MISSING,,MISSING,SmartConnect scans and connects channels automatically.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,SmartConnect scans and connects channels automatically.,PASS,SmartConnect scans and connects channels automatically.,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scAutoGuideTitle,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Auto Integration Guide,PASS,Auto Integration Guide,PASS,,MISSING,,MISSING,Auto Integration Guide,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Auto Integration Guide,PASS,Auto Integration Guide,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scAutoLink,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Auto Link,PASS,Auto Link,PASS,,MISSING,,MISSING,Auto Link,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Auto Link,PASS,Auto Link,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scDesc,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,"AI automates API key scanning, integration, and application.",PASS,"AI automates API key scanning, integration, and application.",PASS,,MISSING,,MISSING,"AI automates API key scanning, integration, and application.",PASS,,MISSING,,MISSING,,MISSING,,MISSING,"AI automates API key scanning, integration, and application.",PASS,"AI automates API key scanning, integration, and application.",PASS,,MISSING
pages.marketingIntel.influencer.ihub.scFieldEmail,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Email,PASS,Email,PASS,,MISSING,,MISSING,Email,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Email,PASS,Email,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scFieldName,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Name,PASS,Name,PASS,,MISSING,,MISSING,Name,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Name,PASS,Name,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scFilterAll,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,全部,PASS,全部,PASS,,MISSING,,MISSING,Alle,PASS,,MISSING,,MISSING,,MISSING,,MISSING,All,PASS,All,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scFilterApplied,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,已申请,PASS,已申请,PASS,,MISSING,,MISSING,Beantragt,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Applied,PASS,Applied,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scFilterFound,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,已发现,PASS,已发现,PASS,,MISSING,,MISSING,Gefunden,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Key Found,PASS,Key Found,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scFilterLinked,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,已连接,PASS,已连接,PASS,,MISSING,,MISSING,Verknüpft,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Linked,PASS,Linked,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scFilterMissing,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,缺失,PASS,缺失,PASS,,MISSING,,MISSING,Fehlend,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Missing,PASS,Missing,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scIntActive,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Integration Active,PASS,Integration Active,PASS,,MISSING,,MISSING,Integration Active,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Integration Active,PASS,Integration Active,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scIssueReq,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Issue Request,PASS,Issue Request,PASS,,MISSING,,MISSING,Issue Request,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Issue Request,PASS,Issue Request,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scKeyFound,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Key Found,PASS,Key Found,PASS,,MISSING,,MISSING,Key Found,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Key Found,PASS,Key Found,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scKeyMissing,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Key Missing,PASS,Key Missing,PASS,,MISSING,,MISSING,Key Missing,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Key Missing,PASS,Key Missing,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scKeyStatus,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Key Status,PASS,Key Status,PASS,,MISSING,,MISSING,Key Status,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Key Status,PASS,Key Status,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scNoResult,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,No results,PASS,No results,PASS,,MISSING,,MISSING,No results,PASS,,MISSING,,MISSING,,MISSING,,MISSING,No results,PASS,No results,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scOAuthDesc,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,This channel requires OAuth. Click below to authenticate.,PASS,This channel requires OAuth. Click below to authenticate.,PASS,,MISSING,,MISSING,This channel requires OAuth. Click below to authenticate.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,This channel requires OAuth. Click below to authenticate.,PASS,This channel requires OAuth. Click below to authenticate.,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scOAuthSteps,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,OAuth Steps,PASS,OAuth Steps,PASS,,MISSING,,MISSING,OAuth Steps,PASS,,MISSING,,MISSING,,MISSING,,MISSING,OAuth Steps,PASS,OAuth Steps,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scSubmitApply,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Submit Application,PASS,Submit Application,PASS,,MISSING,,MISSING,Submit Application,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Submit Application,PASS,Submit Application,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scSubmitting,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Submitting...,PASS,Submitting...,PASS,,MISSING,,MISSING,Submitting...,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Submitting...,PASS,Submitting...,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scSubtitle,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Auto Integration Engine,PASS,Auto Integration Engine,PASS,,MISSING,,MISSING,Auto Integration Engine,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Auto Integration Engine,PASS,Auto Integration Engine,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scTitle,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,SmartConnect AI,PASS,SmartConnect AI,PASS,,MISSING,,MISSING,SmartConnect AI,PASS,,MISSING,,MISSING,,MISSING,,MISSING,SmartConnect AI,PASS,SmartConnect AI,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scTotalCh,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Total,PASS,Total,PASS,,MISSING,,MISSING,Total,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Total,PASS,Total,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scVerifyInfo,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Verify Info,PASS,Verify Info,PASS,,MISSING,,MISSING,Verify Info,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Verify Info,PASS,Verify Info,PASS,,MISSING
pages.marketingIntel.influencer.ihub.scanAll,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Scan All,PASS,Scan All,PASS,,MISSING,,MISSING,Scan All,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Scan All,PASS,Scan All,PASS,,MISSING
pages.marketingIntel.influencer.ihub.secAlert,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,安全威胁,PASS,安全威胁,PASS,,MISSING,,MISSING,Sicherheitswarnung,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Peringatan Keamanan,PASS,การแจ้งเตือนความปลอดภัย,PASS,,MISSING
pages.marketingIntel.influencer.ihub.secBlocked,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Blocked,PASS,Blocked,PASS,,MISSING,,MISSING,Blocked,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Blocked,PASS,Blocked,PASS,,MISSING
pages.marketingIntel.influencer.ihub.secLockDesc,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Module locked due to abnormal access.,PASS,Module locked due to abnormal access.,PASS,,MISSING,,MISSING,Module locked due to abnormal access.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Module locked due to abnormal access.,PASS,Module locked due to abnormal access.,PASS,,MISSING
pages.marketingIntel.influencer.ihub.secLockTitle,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Security Lock,PASS,Security Lock,PASS,,MISSING,,MISSING,Security Lock,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Security Lock,PASS,Security Lock,PASS,,MISSING
pages.marketingIntel.influencer.ihub.secLockWait,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Please wait...,PASS,Please wait...,PASS,,MISSING,,MISSING,Please wait...,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Please wait...,PASS,Please wait...,PASS,,MISSING
pages.marketingIntel.influencer.ihub.secTotal,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,total threats,PASS,total threats,PASS,,MISSING,,MISSING,total threats,PASS,,MISSING,,MISSING,,MISSING,,MISSING,total threats,PASS,total threats,PASS,,MISSING
pages.marketingIntel.influencer.ihub.socialMediaDesc,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Manage social media API keys.,PASS,Manage social media API keys.,PASS,,MISSING,,MISSING,Manage social media API keys.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Manage social media API keys.,PASS,Manage social media API keys.,PASS,,MISSING
pages.marketingIntel.influencer.ihub.socialMediaLabel,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,社交媒体,PASS,社群媒體,PASS,,MISSING,,MISSING,Social Media,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Social Media,PASS,Social Media,PASS,,MISSING
pages.marketingIntel.influencer.ihub.statusApplied,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Applied,PASS,Applied,PASS,,MISSING,,MISSING,Applied,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Applied,PASS,Applied,PASS,,MISSING
pages.marketingIntel.influencer.ihub.statusConnected,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Connected,PASS,Connected,PASS,,MISSING,,MISSING,Connected,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Connected,PASS,Connected,PASS,,MISSING
pages.marketingIntel.influencer.ihub.statusError,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Error,PASS,Error,PASS,,MISSING,,MISSING,Error,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Error,PASS,Error,PASS,,MISSING
pages.marketingIntel.influencer.ihub.statusFetched,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Fetched,PASS,Fetched,PASS,,MISSING,,MISSING,Fetched,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Fetched,PASS,Fetched,PASS,,MISSING
pages.marketingIntel.influencer.ihub.statusNotTested,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Not Tested,PASS,Not Tested,PASS,,MISSING,,MISSING,Not Tested,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Not Tested,PASS,Not Tested,PASS,,MISSING
pages.marketingIntel.influencer.ihub.statusOAuth,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,OAuth Required,PASS,OAuth Required,PASS,,MISSING,,MISSING,OAuth Required,PASS,,MISSING,,MISSING,,MISSING,,MISSING,OAuth Required,PASS,OAuth Required,PASS,,MISSING
pages.marketingIntel.influencer.ihub.stepBasic,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,基本信息,PASS,基本資訊,PASS,,MISSING,,MISSING,Grundinfo,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Info Dasar,PASS,ข้อมูลพื้นฐาน,PASS,,MISSING
pages.marketingIntel.influencer.ihub.stepChannel,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,渠道信息,PASS,頻道資訊,PASS,,MISSING,,MISSING,Kanalinfo,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Info Kanal,PASS,ข้อมูลช่องทาง,PASS,,MISSING
pages.marketingIntel.influencer.ihub.stepDocs,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,文件上传,PASS,文件上傳,PASS,,MISSING,,MISSING,Dokumente,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Dokumen,PASS,เอกสาร,PASS,,MISSING
pages.marketingIntel.influencer.ihub.stepReview,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,审核提交,PASS,審核提交,PASS,,MISSING,,MISSING,Prüfen & Absenden,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Tinjauan,PASS,ตรวจสอบ,PASS,,MISSING
pages.marketingIntel.influencer.ihub.suppCh,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Supported,PASS,Supported,PASS,,MISSING,,MISSING,Supported,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Supported,PASS,Supported,PASS,,MISSING
pages.marketingIntel.influencer.ihub.tabApiKey,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,API Key,PASS,API Key,PASS,,MISSING,,MISSING,API Key,PASS,,MISSING,,MISSING,,MISSING,,MISSING,API Key,PASS,API Key,PASS,,MISSING
pages.marketingIntel.influencer.ihub.tabDW,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Data Warehouse,PASS,Data Warehouse,PASS,,MISSING,,MISSING,Data Warehouse,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Data Warehouse,PASS,Data Warehouse,PASS,,MISSING
pages.marketingIntel.influencer.ihub.tabDwDesc,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,DW Integration,PASS,DW Integration,PASS,,MISSING,,MISSING,DW Integration,PASS,,MISSING,,MISSING,,MISSING,,MISSING,DW Integration,PASS,DW Integration,PASS,,MISSING
pages.marketingIntel.influencer.ihub.tabEvents,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Events,PASS,Events,PASS,,MISSING,,MISSING,Events,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Events,PASS,Events,PASS,,MISSING
pages.marketingIntel.influencer.ihub.tabEventsDesc,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Event Log,PASS,Event Log,PASS,,MISSING,,MISSING,Event Log,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Event Log,PASS,Event Log,PASS,,MISSING
pages.marketingIntel.influencer.ihub.tabMember,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Member,PASS,Member,PASS,,MISSING,,MISSING,Member,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Member,PASS,Member,PASS,,MISSING
pages.marketingIntel.influencer.ihub.tabMemberDesc,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Member Mgmt,PASS,Member Mgmt,PASS,,MISSING,,MISSING,Member Mgmt,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Member Mgmt,PASS,Member Mgmt,PASS,,MISSING
pages.marketingIntel.influencer.ihub.tabSmartConnect,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Smart Connect,PASS,Smart Connect,PASS,,MISSING,,MISSING,Smart Connect,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Smart Connect,PASS,Smart Connect,PASS,,MISSING
pages.marketingIntel.influencer.ihub.testBtn,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Test Connection,PASS,Test Connection,PASS,,MISSING,,MISSING,Test Connection,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Test Connection,PASS,Test Connection,PASS,,MISSING
pages.marketingIntel.influencer.ihub.testing,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Testing...,PASS,Testing...,PASS,,MISSING,,MISSING,Testing...,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Testing...,PASS,Testing...,PASS,,MISSING
pages.marketingIntel.influencer.ihub.totalKeys,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Total Keys,PASS,Total Keys,PASS,,MISSING,,MISSING,Total Keys,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Total Keys,PASS,Total Keys,PASS,,MISSING
pages.marketingIntel.influencer.ihub.typePassword,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Password,PASS,Password,PASS,,MISSING,,MISSING,Password,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Password,PASS,Password,PASS,,MISSING
pages.marketingIntel.influencer.ihub.typeText,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,Text,PASS,Text,PASS,,MISSING,,MISSING,Text,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Text,PASS,Text,PASS,,MISSING
pages.marketingIntel.influencer.ihub.upgradeBtn,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,💎 Upgrade to Pro,PASS,💎 Upgrade to Pro,PASS,,MISSING,,MISSING,💎 Upgrade to Pro,PASS,,MISSING,,MISSING,,MISSING,,MISSING,💎 Upgrade to Pro,PASS,💎 Upgrade to Pro,PASS,,MISSING
pages.marketingIntel.influencer.ihub.viewGuide,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,使用指南,PASS,使用指南,PASS,,MISSING,,MISSING,Anleitung,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Panduan,PASS,คู่มือ,PASS,,MISSING
pages.marketingIntel.influencer.ihub.viewSmartConnect,PAT_D,skip,0,5,0,10,,MISSING,,MISSING,,MISSING,View SmartConnect,PASS,View SmartConnect,PASS,,MISSING,,MISSING,View SmartConnect,PASS,,MISSING,,MISSING,,MISSING,,MISSING,View SmartConnect,PASS,View SmartConnect,PASS,,MISSING
pages.marketingIntel.influencer.journey.abGroupA,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,Ab Group A,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Ab Group A,PASS,Ab Group A,PASS,,MISSING
pages.marketingIntel.influencer.journey.abGroupB,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,Ab Group B,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Ab Group B,PASS,Ab Group B,PASS,,MISSING
pages.marketingIntel.influencer.journey.active,PAT_D,review,0,1,2,12,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,Active,P4,,MISSING,,MISSING,,MISSING,,MISSING,Active,P4,● ใช้งาน,PASS,,MISSING
pages.marketingIntel.influencer.journey.aiDesignTitle,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,AI-Design-Generator,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Generator Desain AI,PASS,เครื่องมือออกแบบ AI,PASS,,MISSING
pages.marketingIntel.influencer.journey.aiGenerate,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,AI Generieren,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Buat AI,PASS,สร้าง AI,PASS,,MISSING
pages.marketingIntel.influencer.journey.aiImagePh,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,AI-Bildbeschreibung,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Deskripsi gambar AI,PASS,คำอธิบายรูปภาพ AI,PASS,,MISSING
pages.marketingIntel.influencer.journey.aiResultTitle,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,Generiertes Design,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Desain yang Dibuat,PASS,ดีไซน์ที่สร้าง,PASS,,MISSING
pages.marketingIntel.influencer.journey.aiThemeBirthday,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,Geburtstag,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Ulang Tahun,PASS,วันเกิด,PASS,,MISSING
pages.marketingIntel.influencer.journey.aiThemeCart,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,Warenkorb-Rettung,PASS,,MISSING,,MISSING,,MISSING,,MISSING,Pemulihan Keranjang,PASS,กู้คืนรถเข็น,PASS,,MISSING
